symbol	kind	family	reference_source	firestaff_mapping	status	notes
F0302_CHAMPION_ProcessCommands28To65_ClickOnSlotBox	F	CHAMPION	CHAMPION.C:713-1110	src/dm1/dm1_v1_champion_panel_action_hand_slot_priority_pc34_compat.c; src/dm1/dm1_v1_champion_panel_second_leader_hand_slot_priority_pc34_compat.c; src/dm1/dm1_v1_chest_action_hand_owner_change_pc34_compat.c; tests/test_dm1_v1_champion_panel_action_hand_slot_priority_pc34_compat.c; tests/test_dm1_v1_champion_panel_second_leader_hand_slot_priority_pc34_compat.c	IMPLEMENTED_NARROW	Models the F0302 C020..C065 slot-box dispatcher for candidate/party/inventory guards, status vs inventory/chest slot resolution, allowed-slot rejection, F0298/F0300/F0297/F0301/F0292 helper order, F0077/F0078 bracketing, and BUG0_39 ordering; live renderer/original-pixel parity remains open.
F302_mzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:164	src/dm1/dm1_v1_champion_panel_action_hand_slot_priority_pc34_compat.c; tests/test_dm1_v1_champion_panel_action_hand_slot_priority_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0302_CHAMPION_ProcessCommands28To65_ClickOnSlotBox for the bounded slot-box dispatcher.
F0303_CHAMPION_GetSkillLevel	F	CHAMPION	CHAMPION.C:715-820	src/dm1/dm1_v1_skill_experience_pc34_compat.c; include/dm1_v1_skill_experience_pc34_compat.h; tests/test_dm1_v1_skill_experience_pc34_compat.c; tests/test_m11_dm1_skill_query_runtime_pc34_compat.c	IMPLEMENTED_NARROW	DM1 models F0303 XP-to-level query for base/sub skills, temporary XP flags, resting gate, action-hand/neck object modifiers, and inventory-built query inputs; live all-callers are covered only where routed through the tested DM1 skill/M11 paths.
F303_AA09_	F	Atari ST / PRIM ABI alias	ATARIST.H:165	src/dm1/dm1_v1_skill_experience_pc34_compat.c; tests/test_dm1_v1_skill_experience_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0303_CHAMPION_GetSkillLevel for the bounded DM1 skill-level query.
F0304_CHAMPION_AddSkillExperience	F	CHAMPION	CHAMPION.C:823-977	src/dm1/dm1_v1_skill_experience_pc34_compat.c; include/dm1_v1_skill_experience_pc34_compat.h; tests/test_dm1_v1_skill_experience_pc34_compat.c; tests/test_dm1_v1_skill_levelup_formula_gate_pc34_compat.c	IMPLEMENTED_NARROW	DM1 models F0304 skill XP gain with map difficulty, combat proximity halving/doubling, temporary XP cap, sub-skill-to-base propagation, pre/post level query, and source-shaped level-up bonus deltas; broader runtime award sites remain caller-owned.
F304_apzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:166	src/dm1/dm1_v1_skill_experience_pc34_compat.c; tests/test_dm1_v1_skill_experience_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0304_CHAMPION_AddSkillExperience for the bounded DM1 skill-XP mutation route.
F0305_CHAMPION_GetThrowingStaminaCost	F	CHAMPION	CHAMPION.C:1061-1074	src/dm1/dm1_v1_throw_shoot_pc34_compat.c; include/dm1_v1_throw_shoot_pc34_compat.h; tests/test_dm1_v1_throw_shoot_pc34_compat.c	VERIFIED_SOURCE_MAPPING	DM1 maps F0305 object-weight throwing stamina cost through the throw/shoot source helper and F0328 projectile plan; object weight ownership stays with F0140/object data callers.
F0306_CHAMPION_GetStaminaAdjustedValue	F	CHAMPION	CHAMPION.C:1078-1104	src/dm1/dm1_v1_champion_stats_pc34_compat.c; include/dm1_v1_champion_stats_pc34_compat.h; tests/test_dm1_v1_champion_stats_pc34_compat.c; tests/test_dm1_v1_f0306_stamina_pc34_compat.c	VERIFIED_SOURCE_MAPPING	DM1 maps F0306 stamina-adjusted value, preserving the PC34 halved-value compiler-order behavior for low stamina and no-op behavior at/above half stamina; also consumed by F0309 maximum-load tests.
F0307_CHAMPION_GetStatisticAdjustedAttack	F	CHAMPION	CHAMPION.C:1112-1119	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0307 statistic-adjusted attack scaling via factor 170-current statistic, the factor<16 attack>>3 branch, and scaled-product fallback; all live callers remain bounded to tested combat routes.
F307_fzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:167	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0307_CHAMPION_GetStatisticAdjustedAttack for the bounded DM1 combat scaling helper.
F0308_CHAMPION_IsLucky	F	CHAMPION	CHAMPION.C:1120-1155	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0308 luck gate and bounded luck-stat writeback for tested melee/creature-damage routes, including lucky/unlucky mutation and zero-luck fail-closed behavior; broader all-callers RNG replay remains separate.
F308_vzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:168	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0308_CHAMPION_IsLucky for the bounded DM1 luck gate/writeback route.
F0309_CHAMPION_GetMaximumLoad	F	CHAMPION	CHAMPION.C:1157-1177	src/dm1/dm1_v1_champion_stats_pc34_compat.c; include/dm1_v1_champion_stats_pc34_compat.h; tests/test_dm1_v1_champion_stats_pc34_compat.c	VERIFIED_SOURCE_MAPPING	DM1 maps F0309 maximum-load formula over strength, F0306 stamina adjustment, wound penalty, Elven Boots bonus, and source tenths rounding; live load mutation remains caller-owned.
F309_awzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:169	src/dm1/dm1_v1_champion_stats_pc34_compat.c; tests/test_dm1_v1_champion_stats_pc34_compat.c	VERIFIED_SOURCE_MAPPING	Alias disposition follows F0309_CHAMPION_GetMaximumLoad for the DM1 maximum-load formula.
F0310_CHAMPION_GetMovementTicks	F	CHAMPION	CHAMPION.C:1180-1215	src/dm1/dm1_v1_champion_stats_pc34_compat.c; include/dm1_v1_champion_stats_pc34_compat.h; tests/test_dm1_v1_champion_stats_pc34_compat.c; src/dm1/dm1_v1_movement_pipeline_pc34_compat.c; tests/test_dm1_v1_movement_pipeline_pc34_compat.c	VERIFIED_SOURCE_MAPPING	DM1 maps F0310 movement ticks from current load versus F0309 maximum load, including BUG0_72 load==maximum overloaded branch, feet wound tick penalty, Boots of Speed reduction, and minimum-one clamp; command pipeline consumption is tested separately.
F310_AA08_	F	Atari ST / PRIM ABI alias	ATARIST.H:170	src/dm1/dm1_v1_champion_stats_pc34_compat.c; tests/test_dm1_v1_champion_stats_pc34_compat.c	VERIFIED_SOURCE_MAPPING	Alias disposition follows F0310_CHAMPION_GetMovementTicks for the DM1 movement-tick formula.
F0311_CHAMPION_GetDexterity	F	CHAMPION	CHAMPION.C:1218-1234	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0311 dexterity over base dexterity, three PC34 combat RNG draws, F0309 maximum-load penalty, and bounded result; live all-callers remain limited to the tested combat path.
F311_wzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:171	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0311_CHAMPION_GetDexterity for the bounded DM1 combat dexterity helper.
F0312_CHAMPION_GetStrength	F	CHAMPION	CHAMPION.C:1237-1303	src/dm1/dm1_v1_combat_pc34_compat.c; src/dm1/dm1_v1_melee_action_f0402_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; src/dm1/dm1_v1_door_bash_feedback_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c; tests/test_m11_f0407_f0231_stamina_order_pc34_compat.c	IMPLEMENTED_NARROW	DM1 models F0312 strength for tested combat/melee/throw and door-bash routes: object-weight tiers, weapon strength/class skill bonus via F0303, F0306 stamina adjustment, hand-wound penalty, and [0,100] clamp; broader all-callers remain route-owned.
F312_xzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:172	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0312_CHAMPION_GetStrength for the bounded DM1 combat strength helper.
F0313_CHAMPION_GetWoundDefense	F	CHAMPION	CHAMPION.C:1305-1382	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; src/dm1/dm1_v1_wound_defense_factor_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0313 wound defense for tested combat damage routes, including hand-shield weighted defense, F0312 hand strength contribution, vitality RNG, sharp-defense halving, action/shield/party defense, armor defense, existing-wound penalty, and clamp.
F0314_CHAMPION_WakeUp	F	CHAMPION	CHAMPION.C:1382-1414	src/dm1/dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.c; include/dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.h; tests/test_dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.c	IMPLEMENTED_NARROW	DM1 models the F0314 wake-up side-effect order for the C146 command route: clear resting, set wait-for-input vertical blanks, draw floor/ceiling, restore input handlers, discard input, redraw enabled menus, and preserve the C040 mirror-candidate panel boundary.
F314_gzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:173	src/dm1/dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.c; tests/test_dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0314_CHAMPION_WakeUp for the bounded DM1 C146 wake-up route.
F0315_CHAMPION_GetScentOrdinal	F	CHAMPION	CHAMPION.C:1421-1441	src/dm1/dm1_v1_champion_needs_pc34_compat.c; include/dm1_v1_champion_needs_pc34_compat.h; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0315 over the champion-needs scent list: packed mapX/mapY/current-map match, newest-to-oldest scan, 1-based ordinal return, and zero when absent; live consumers remain route-owned by Footprints/Thieves Eye/group smell paths.
F315_arzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:174	src/dm1/dm1_v1_champion_needs_pc34_compat.c; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0315_CHAMPION_GetScentOrdinal for the bounded DM1 scent lookup helper.
F0316_CHAMPION_DeleteScent	F	CHAMPION	CHAMPION.C:1444-1466	src/dm1/dm1_v1_champion_needs_pc34_compat.c; include/dm1_v1_champion_needs_pc34_compat.h; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0316 zero-based scent deletion for the champion-needs scent list, shifting scent records and strengths together, decrementing count, clearing the unused tail slot, and adjusting FirstScentIndex/LastScentIndex when the deleted index precedes them; invalid indices fail closed.
F316_aizz_	F	Atari ST / PRIM ABI alias	ATARIST.H:175	src/dm1/dm1_v1_champion_needs_pc34_compat.c; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0316_CHAMPION_DeleteScent for the bounded DM1 scent delete helper.
F0317_CHAMPION_AddScentStrength	F	CHAMPION	CHAMPION.C:1469-1499	src/dm1/dm1_v1_champion_needs_pc34_compat.c; include/dm1_v1_champion_needs_pc34_compat.h; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0317 for existing scent records only: packed mapX/mapY/current-map match, normal cycle addition capped at 80, MASK0x8000_MERGE_CYCLES max merge after clearing the flag, and source-shaped reuse of the first matched cycle result for duplicate scent records; appending new movement scents remains caller-owned.
F317_adzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:176	src/dm1/dm1_v1_champion_needs_pc34_compat.c; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0317_CHAMPION_AddScentStrength for the bounded DM1 scent strength helper.
F0318_CHAMPION_DropAllObjects	F	CHAMPION	CHAMPION.C:1527-1551	src/dm1/dm1_v1_chest_auto_close_on_leader_death_pc34_compat.c; include/firestaff/dm1/v1/chest/auto_close_on_leader_death_pc34_compat.h; tests/test_dm1_v1_chest_auto_close_on_leader_death_pc34_compat.c	IMPLEMENTED_NARROW	DM1 models F0318 as the bounded death-route drop-all contract for C00..C29 slot objects after F0319/F0334 chest close, preserving leader-hand byte stability until the drop step; full item placement/all-callers mutation remains route-owned.
F0319_CHAMPION_Kill	F	CHAMPION	CHAMPION.C:1552-1668	src/dm1/dm1_v1_chest_auto_close_on_leader_death_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c; src/dm1/dm1_v1_resurrection_pc34_compat.c; tests/test_dm1_v1_chest_auto_close_on_leader_death_pc34_compat.c; tests/test_dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c; tests/test_dm1_v1_resurrection_pc34_compat.c	IMPLEMENTED_NARROW	DM1 models F0319 kill effects across tested death routes: health zeroing, status-box redraw flag, inventory close before F0318, pressing eye/mouth clear, bones creation with champion charge, and pending-damage kill dispatch; full party-dead/original runtime breadth remains separate.
F0320_CHAMPION_ApplyAndDrawPendingDamageAndWounds	F	CHAMPION	CHAMPION.C:1689-1800	src/dm1/dm1_v1_combat_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c; tests/test_dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c	IMPLEMENTED_NARROW	DM1 models the F0320 pending wounds/damage mutation path: party loop, wounds mounted and cleared before pending-damage branches, pending damage cleared before dead skip, lethal health zeroing through the kill boundary, and nonlethal health subtraction; damage-number bitmap/C12 hide event rendering remains panel/timeline route-owned.
F320_akzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:177	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0320_CHAMPION_ApplyAndDrawPendingDamageAndWounds for the bounded DM1 pending-damage helper.
F0321_CHAMPION_AddPendingDamageAndWounds_GetDamage	F	CHAMPION	CHAMPION.C:1803-1925	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models the tested F0321 champion damage pipeline: dead/zero attack rejection, normal damage staging, wound-defense averaging, attack-type defense adjustments, vitality wound gate, pending wound OR staging, and pending damage accumulation; candidate/game-won edge cases and every live projectile/caller variant remain route-owned.
F321_AA29_	F	Atari ST / PRIM ABI alias	ATARIST.H:178	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0321_CHAMPION_AddPendingDamageAndWounds_GetDamage for the bounded DM1 combat damage helper.
F0322_CHAMPION_Poison	F	CHAMPION	CHAMPION.C:1926-1962	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0322 poison at the combat-state boundary: immediate max(1, attack >> 6) normal pending damage through F0321, decrementing attack before follow-up scheduling, 36-tick poison continuation, event-count tracking, and no follow-up for attack one; panel redraw/food-water-poisoned UI attributes remain route-owned.
F322_lzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:179	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0322_CHAMPION_Poison for the bounded DM1 poison combat helper.
F0323_CHAMPION_Unpoison	F	CHAMPION	CHAMPION.C:1652	include/firestaff/dm1/v1/champion_unpoison_pc34_compat.h	IMPLEMENTED_NARROW	Source-owned champion unpoison callable; focused CTest.
F0324_CHAMPION_DamageAll_GetDamagedChampionCount	F	CHAMPION	CHAMPION.C:1991-2022	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	DM1 models F0324 all-party damage fanout over the combat state: zero attack returns zero without side effects, attack variance uses attack/8 source bounds, each living champion routes through F0321 with caller-supplied wounds/type, and the return value counts champions with nonzero staged damage.
F324_aezz_	F	Atari ST / PRIM ABI alias	ATARIST.H:180	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	IMPLEMENTED_NARROW	Alias disposition follows F0324_CHAMPION_DamageAll_GetDamagedChampionCount for the bounded DM1 all-champion damage helper.
F0325_CHAMPION_DecrementStamina	F	CHAMPION	CHAMPION.C:2025-2049	src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; include/dm1_v1_action_xp_graphic560_pc34_compat.h; src/dm1/dm1_v1_movement_command_core_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c; tests/test_dm1_v1_movement_command_core_pc34_compat.c	IMPLEMENTED_NARROW	DM1 models F0325 stamina mutation for action and movement callers: positive decrement, clamp to zero/max, underflow conversion to pending normal HP damage magnitude (-stamina)>>1, and LOAD|STATISTICS dirty mask; the actual F0321 enqueue and caller-specific redraw/timeline side effects remain route-owned.
F325_bzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:181	src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0325_CHAMPION_DecrementStamina for the bounded DM1 stamina-decrement planner.
F0326_CHAMPION_ShootProjectile	F	CHAMPION	CHAMPION.C:2051-2070	src/dm1/dm1_v1_combat_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; include/dm1_v1_throw_shoot_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c	IMPLEMENTED_NARROW	Models the bounded F0326 launch contract for shoot/throw helpers: source launch-cell normalization, facing direction handoff, kinetic/attack/step-energy create-input fields, and four-tick projectile movement-disable state where covered; live projectile queue/render ownership remains with projectile runtime routes.
F326_ozzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:182	src/dm1/dm1_v1_combat_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0326_CHAMPION_ShootProjectile for the bounded DM1 projectile launch contract.
F0327_CHAMPION_IsProjectileSpellCast	F	CHAMPION	CHAMPION.C:2073-2105	src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; include/dm1_v1_throw_shoot_pc34_compat.h; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c	IMPLEMENTED_NARROW	Models the F0327 projectile-spell handoff through F0412/F0407 receipts: mana gate/cost, required-mana receipt validation, kinetic and step-energy adjustment, fixed attack 90, source projectile family mapping, and rejected tampered receipts; live projectile insertion/render remains route-owned.
F327_kzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:183	src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0327_CHAMPION_IsProjectileSpellCast for the bounded DM1 projectile-spell launch helper.
F0328_CHAMPION_IsObjectThrown	F	CHAMPION	CHAMPION.C:2108-2196	src/dm1/dm1_v1_throw_shoot_pc34_compat.c; include/dm1_v1_throw_shoot_pc34_compat.h; src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c	IMPLEMENTED_NARROW	Models the bounded F0328 thrown-object plan: action-hand object gate, F0312 strength input, F0305 stamina cost, F0330 four-tick action disable, Throw XP, sound request, potion subtype/power, launch cell/direction, kinetic/attack/step math, and projectile movement-disable state; live slot mutation and deeper impact/render behavior remain caller/runtime-owned.
F328_nzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:184	src/dm1/dm1_v1_throw_shoot_pc34_compat.c; src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0328_CHAMPION_IsObjectThrown for the bounded DM1 thrown-object projectile plan.
F0329_CHAMPION_IsLeaderHandObjectThrown	F	CHAMPION	CHAMPION.C:2199-2205	src/engine/m11_game_view.c; tests/test_m11_action_stamina_runtime_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; include/dm1_v1_throw_shoot_pc34_compat.h	IMPLEMENTED_NARROW	Models the bounded F0329 leader-hand dispatch through the M11 C080 viewport route: no-leader rejection is represented by the route guard, accepted leader-hand throws temporarily use the active champion action-hand F0328 path, restore the prior action hand, clear leader hand only after acceptance, preserve thrown Thing identity, and retain F0328 stamina/XP/sound/action-disable/projectile-create semantics; deeper projectile impact/render behavior remains runtime-owned.
F329_hzzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:185	src/engine/m11_game_view.c; tests/test_m11_action_stamina_runtime_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0329_CHAMPION_IsLeaderHandObjectThrown for the bounded DM1 leader-hand throw route.
F0330_CHAMPION_DisableAction	F	CHAMPION	CHAMPION.C:2208-2255	src/memory/memory_tick_orchestrator_pc34_compat.c; include/memory_tick_orchestrator_pc34_compat.h; src/dm1/dm1_v1_champion_panel_disabled_icon_state_pc34_compat.c; include/dm1_v1_champion_panel_disabled_icon_state_pc34_compat.h; tests/test_dm1_v1_f0330_c11_production_pc34_compat.c; tests/test_dm1_v1_champion_panel_disabled_icon_state_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c	IMPLEMENTED_NARROW	Models F0330 action-disable production: per-champion action-hand disable bit, disabled-icon/panel predicate, source C11 enable-action event shape, and existing-event time blending/deletion for the bounded scheduler path; broader live UI redraw consumption remains timeline/panel route-owned.
F330_szzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:186	src/memory/memory_tick_orchestrator_pc34_compat.c; tests/test_dm1_v1_f0330_c11_production_pc34_compat.c; tests/test_dm1_v1_champion_panel_disabled_icon_state_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0330_CHAMPION_DisableAction for the bounded DM1 C11 action-enable scheduler.
F0331_CHAMPION_ApplyTimeEffects_CPSF	F	CHAMPION	CHAMPION.C:2308-2509	src/dm1/dm1_v1_champion_needs_pc34_compat.c; include/dm1_v1_champion_needs_pc34_compat.h; src/dm1/dm1_v1_champion_panel_clock_tick_stat_repaint_pc34_compat.c; include/firestaff/dm1/v1/champion_panel/clock_tick_stat_repaint_pc34_compat.h; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c; tests/test_dm1_v1_lif01_f0830_time_criteria_source_lock_pc34_compat.c; tests/test_dm1_v1_champion_panel_clock_tick_stat_repaint_pc34_compat.c	IMPLEMENTED_NARROW	Models bounded F0331 time effects: no-party guard, scent decay helpers, source time criteria, food/water/stamina/mana/HP arithmetic, temporary XP/stat recovery cadence, direction resync, dirty attribute masks, and F0293 repaint sweep; full live M516 mutation and every panel redraw branch remain route-owned.
F331_auzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:187	src/dm1/dm1_v1_champion_needs_pc34_compat.c; src/dm1/dm1_v1_champion_panel_clock_tick_stat_repaint_pc34_compat.c; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c; tests/test_dm1_v1_champion_panel_clock_tick_stat_repaint_pc34_compat.c	IMPLEMENTED_NARROW	Alias disposition follows F0331_CHAMPION_ApplyTimeEffects_CPSF for the bounded DM1 champion time-effects route.
F0332_INVENTORY_DrawIconToViewport	F	INVENTORY	DEFS.H:8116	src/engine/m11_game_view.c:37555	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0333_INVENTORY_OpenAndDrawChest	F	INVENTORY	CHAMDRAW.C:622	src/csb/csb_v1_boot.c:6880	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0334_INVENTORY_CloseChest	F	INVENTORY	ATARIST.H:188	src/csb/csb_v1_boot.c:6880	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F334_akzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:188	src/csb/csb_v1_boot.c:6880	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0335_INVENTORY_DrawPanel_ObjectDescriptionString	F	INVENTORY	DEFS.H:8129	src/dm1/dm1_v1_mirror_candidate_auto_mirror_candidate_inventory_exit_restore_hud_pc34_compat.c:12	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0336_INVENTORY_DrawPanel_BuildObjectAttributesString	F	INVENTORY	DEFS.H:8130	src/shared/inventory_item_identification_pc34_compat.c; tests/test_inventory_item_identification_pc34_compat.c	IMPLEMENTED_NARROW	F0336 now derives weapon CURSED/POISONED/BROKEN attribute text only after raw C05 PC34 Thing identity and every decoded weapon bit agree. Missing, wrong-type, out-of-range or drifted records return no text; panel rendering remains separately owned.
F0337_INVENTORY_SetDungeonViewPalette	F	INVENTORY	PANEL.C:329-432; DUNGEON.C F0156	src/dm1/dm1_v1_dungeon_light_admission_f0337_pc34_compat.c; src/memory/memory_tick_orchestrator_pc34_compat.c	IMPLEMENTED_NARROW	The non-rendering F0337 light calculation consumes raw-authenticated C05 action/ready-hand weapon records for all four PC34 champion rows. Raw/decoded drift or duplicate Thing identity fails closed before palette selection; pixel/palette application remains separately owned. Focused raw admission test.
F337_akzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:189	src/nexus/nexus_v1_light_overflow.c:360	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0338_INVENTORY_DecreaseTorchesLightPower_CPSE	F	INVENTORY	PANEL.C:434-499; GAMELOOP.C:124-126	src/dm1/dm1_v1_torch_drain_f0338_pc34_compat.c; src/memory/memory_tick_orchestrator_pc34_compat.c	IMPLEMENTED_NARROW	The 512-tick action/ready-hand torch batch authenticates each raw C05 weapon record (next/type/lit/charge/DoNotDiscard) before any decrement, then writes raw and decoded charge state together. Missing, drifting or duplicate hand identities fail closed; palette/rendering stays outside this owner. Focused F0338 raw-drain test.
F338_atzz_	F	Atari ST / PRIM ABI alias	ATARIST.H:190	src/dm1/dm1_v1_light_pc34_compat.c:279	UNCERTAIN_NUMBERED_EVIDENCE	Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
