symbol	family	source_file	source_line	semantic_role	semantic_domain	firestaff_mapping	firestaff_status	evidence
C017_ACTION_PARRY	constant	DEFS.H	1825	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1825 = 17; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C017_COMMAND_SET_LEADER_CHAMPION_1	constant	DEFS.H	254	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:254 = 17; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C017_GRAPHIC_INVENTORY	constant	DEFS.H	2178	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2178 = 17 /* One pixel of the eye is different compared to the eye in C202_ICON_EYE_NOT_LOOKING (part of C048_GRAPHIC_OBJECT_ICONS_192_TO_223). This is visible by selecting another champion after clicking the eye */; 9 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C017_SENSOR_WALL_ORNAMENT_CLICK_WITH_SPECIFIC_OBJECT_REMOVED_REMOVE_SENSOR	constant	DEFS.H	1282	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1282 = 17 /* Triggered by player click F0275_SENSOR_IsTriggeredByClickOnWall */; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C017_ZONE_LEADER_HAND_OBJECT_NAME	constant	DEFS.H	3757	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:3757 = 17; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C018_ACTION_HACK	constant	DEFS.H	1826	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1826 = 18; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C018_COMMAND_SET_LEADER_CHAMPION_2	constant	DEFS.H	255	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:255 = 18; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C018_GRAPHIC_ARROW_FOR_CHEST_CONTENT	constant	DEFS.H	2179	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2179 = 18; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C018_ICON_WEAPON_STORMRING_EMPTY	constant	DEFS.H	1899	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1899 = 18; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C018_SENSOR_WALL_END_GAME	constant	DEFS.H	1283	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1283 = 18 /* Triggered by event F0248_TIMELINE_ProcessEvent6_Square_Wall */; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C018_STAIRS_GRAPHIC_COUNT	constant	DEFS.H	2430	classified dungeon-world constant	dungeon-world	src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2430 = 18; 11 source reference(s); semantic candidate: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
C019_ACTION_BERZERK	constant	DEFS.H	1827	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1827 = 19; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C019_COMMAND_SET_LEADER_CHAMPION_3	constant	DEFS.H	256	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:256 = 19; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C019_GRAPHIC_EYE_FOR_OBJECT_DESCRIPTION	constant	DEFS.H	2180	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2180 = 19; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C020_ACTION_FIREBALL	constant	DEFS.H	1828	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1828 = 20; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C020_COMMAND_CLICK_ON_SLOT_BOX_00_CHAMPION_0_STATUS_BOX_READY_HAND	constant	DEFS.H	257	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:257 = 20; 7 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C020_GRAPHIC_PANEL_EMPTY	constant	DEFS.H	2181	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2181 = 20; 10 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C020_ICON_WEAPON_STAFF_OF_CLAWS_EMPTY	constant	DEFS.H	1900	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1900 = 20; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C021_ACTION_DISPELL	constant	DEFS.H	1829	classified spell-timeline constant	spell-timeline	src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1829 = 21; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_spell_casting_pc34_compat.c
C021_COMMAND_CLICK_ON_SLOT_BOX_01_CHAMPION_0_STATUS_BOX_ACTION_HAND	constant	DEFS.H	258	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:258 = 21; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C021_GRAPHIC_CHECK_FUZZY_BITS_IN_FUZZY_SECTOR	constant	DEFS.H	2182	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2182 = 21; 8 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C022_ACTION_CONFUSE	constant	DEFS.H	1830	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1830 = 22; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C022_COMMAND_CLICK_ON_SLOT_BOX_02_CHAMPION_1_STATUS_BOX_READY_HAND	constant	DEFS.H	259	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:259 = 22; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C022_GRAPHIC_EMPTY	constant	DEFS.H	2183	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2183 = 22 /* Empty graphic */; 1 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C022_ICON_WEAPON_STAFF_OF_CLAWS_FULL	constant	DEFS.H	1901	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1901 = 22; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C023_ACTION_LIGHTNING	constant	DEFS.H	1831	classified spell-timeline constant	spell-timeline	src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1831 = 23; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_spell_casting_pc34_compat.c
C023_COMMAND_CLICK_ON_SLOT_BOX_03_CHAMPION_1_STATUS_BOX_ACTION_HAND	constant	DEFS.H	260	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:260 = 23; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C023_GRAPHIC_PANEL_OPEN_SCROLL	constant	DEFS.H	2184	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2184 = 23; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C023_ICON_WEAPON_BOLT_BLADE_STORM_EMPTY	constant	DEFS.H	1902	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1902 = 23; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C023_OBJECT_INFO_INDEX_FIRST_WEAPON	constant	DEFS.H	1694	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1694 = 23; 18 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C024_ACTION_DISRUPT	constant	DEFS.H	1832	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1832 = 24; 4 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C024_BYTE_WIDTH	constant	DEFS.H	2472	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:2472 = 24; 7 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C024_COMMAND_CLICK_ON_SLOT_BOX_04_CHAMPION_2_STATUS_BOX_READY_HAND	constant	DEFS.H	261	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:261 = 24; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C024_GRAPHIC_EMPTY	constant	DEFS.H	2219	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2219 = 24 /* Empty graphic */; 1 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C024_GRAPHIC_PANEL_MAGIC_MAP	constant	DEFS.H	2247	classified dungeon-world constant	dungeon-world	src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2247 = 24; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
C025_ACTION_MELEE	constant	DEFS.H	1833	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1833 = 25; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C025_COMMAND_CLICK_ON_SLOT_BOX_05_CHAMPION_2_STATUS_BOX_ACTION_HAND	constant	DEFS.H	262	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:262 = 25; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C025_GRAPHIC_PANEL_OPEN_CHEST	constant	DEFS.H	2185	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2185 = 25; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C025_ICON_WEAPON_FURY_RA_BLADE_EMPTY	constant	DEFS.H	1903	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1903 = 25; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C026_ACTION_X	constant	DEFS.H	1834	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1834 = 26; 1 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C026_COMMAND_CLICK_ON_SLOT_BOX_06_CHAMPION_3_STATUS_BOX_READY_HAND	constant	DEFS.H	263	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:263 = 26; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C026_GRAPHIC_CHAMPION_PORTRAITS	constant	DEFS.H	2186	classified save-load constant	save-load	src/dm1/dm1_v1_save_load_system_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2186 = 26; 8 source reference(s); semantic candidate: src/dm1/dm1_v1_save_load_system_pc34_compat.c
C027_ACTION_INVOKE	constant	DEFS.H	1835	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1835 = 27; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C027_COMMAND_CLICK_ON_SLOT_BOX_07_CHAMPION_3_STATUS_BOX_ACTION_HAND	constant	DEFS.H	264	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:264 = 27; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C027_CREATURE_TYPE_COUNT	constant	DEFS.H	2435	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2435 = 27; 12 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C027_GRAPHIC_PANEL_RENAME_CHAMPION	constant	DEFS.H	2187	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2187 = 27; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C027_ICON_WEAPON_THE_FIRESTAFF	constant	DEFS.H	1904	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1904 = 27; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C028_ACTION_SLASH	constant	DEFS.H	1836	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1836 = 28; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C028_COMMAND_CLICK_ON_SLOT_BOX_08_INVENTORY_READY_HAND	constant	DEFS.H	265	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:265 = 28; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C028_GRAPHIC_CHAMPION_ICONS	constant	DEFS.H	2188	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2188 = 28; 10 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C028_ICON_WEAPON_THE_FIRESTAFF_COMPLETE	constant	DEFS.H	1905	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1905 = 28; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C029_ACTION_CLEAVE	constant	DEFS.H	1837	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1837 = 29; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C029_COMMAND_CLICK_ON_SLOT_BOX_09_INVENTORY_ACTION_HAND	constant	DEFS.H	266	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:266 = 29; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C029_GRAPHIC_OBJECT_DESCRIPTION_CIRCLE	constant	DEFS.H	2189	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2189 = 29; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C030_ACTION_BASH	constant	DEFS.H	1838	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1838 = 30; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C030_COMMAND_CLICK_ON_SLOT_BOX_10_INVENTORY_HEAD	constant	DEFS.H	267	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:267 = 30; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C030_GRAPHIC_FOOD_LABEL	constant	DEFS.H	2190	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2190 = 30; 8 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C030_ICON_SCROLL_SCROLL_OPEN	constant	DEFS.H	1906	classified input-ui constant	input-ui	src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1906 = 30; 7 source reference(s); semantic candidate: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
C031_ACTION_STUN	constant	DEFS.H	1839	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1839 = 31; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C031_CLASS_LAST_BOW	constant	DEFS.H	1727	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1727 = 31; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C031_COMMAND_CLICK_ON_SLOT_BOX_11_INVENTORY_TORSO	constant	DEFS.H	268	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:268 = 31; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C031_GRAPHIC_WATER_LABEL	constant	DEFS.H	2191	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2191 = 31; 8 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C031_ICON_SCROLL_SCROLL_CLOSED	constant	DEFS.H	1907	classified input-ui constant	input-ui	src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1907 = 31; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_mouse_routes_pc34_compat.c; src/dm1/dm1_v1_click_routing_pc34_compat.c
C032_ACTION_SHOOT	constant	DEFS.H	1840	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1840 = 32; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C032_BYTE_WIDTH	constant	DEFS.H	2473	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:2473 = 32; 6 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C032_CLASS_FIRST_SLING	constant	DEFS.H	1728	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1728 = 32; 4 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C032_COMMAND_CLICK_ON_SLOT_BOX_12_INVENTORY_LEGS	constant	DEFS.H	269	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:269 = 32; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C032_GRAPHIC_POISONED_LABEL	constant	DEFS.H	2192	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2192 = 32; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C032_ICON_WEAPON_DAGGER	constant	DEFS.H	1908	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1908 = 32; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C033_ACTION_SPELLSHIELD	constant	DEFS.H	1841	classified spell-timeline constant	spell-timeline	src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1841 = 33; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_spell_casting_pc34_compat.c
C033_COMMAND_CLICK_ON_SLOT_BOX_13_INVENTORY_FEET	constant	DEFS.H	270	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:270 = 33; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C033_GRAPHIC_SLOT_BOX_NORMAL	constant	DEFS.H	2193	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2193 = 33; 8 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C034_ACTION_FIRESHIELD	constant	DEFS.H	1842	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1842 = 34; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C034_COMMAND_CLICK_ON_SLOT_BOX_14_INVENTORY_POUCH_2	constant	DEFS.H	271	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:271 = 34; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C034_GRAPHIC_SLOT_BOX_WOUNDED	constant	DEFS.H	2194	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2194 = 34; 8 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C035_ACTION_FLUXCAGE	constant	DEFS.H	1843	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1843 = 35; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C035_COMMAND_CLICK_ON_SLOT_BOX_15_INVENTORY_QUIVER_LINE2_1	constant	DEFS.H	272	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:272 = 35; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
