family	id	symbol	redmcsb_source	semantic_owner	classification	port_role	firestaff_mapping	disposition
L	1733	L1733_l_FileSize	MEMORY.C:1316	F0535_MEMORY_GetGraphicsDatFileSize	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1734	L1734_B_	INPUT.C:251	F0539_INPUT_Cconis	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1735	L1735_i_	INPUT.C:263	F0540_INPUT_Crawcin	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1736	L1736_i_	INPUT.C:264	F0540_INPUT_Crawcin	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1737	L1737_ps_InputEvent1	INPUT.C:301	F0543_INPUT_DeviceInterruptHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/dm1/dm1_v1_input_poll_pc34_compat.c:115	explicit_non_port_local_state
L	1738	L1738_ps_InputEvent2	INPUT.C:302	F0543_INPUT_DeviceInterruptHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/dm1/dm1_v1_input_poll_pc34_compat.c:115	explicit_non_port_local_state
L	1739	L1739_ps_InputEvent3	INPUT.C:303	F0543_INPUT_DeviceInterruptHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/dm1/dm1_v1_input_poll_pc34_compat.c:115	explicit_non_port_local_state
L	1740	L1740_i_NormalizedKeyCode	INPUT.C:305	F0543_INPUT_DeviceInterruptHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/dm1/dm1_v1_input_poll_pc34_compat.c:115	explicit_non_port_local_state
L	1741	L1741_B_	INPUT.C:311	F0543_INPUT_DeviceInterruptHandler	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/dm1/dm1_v1_input_poll_pc34_compat.c:115	explicit_non_port_local_state
L	1742	L1742_i_	IO.C:625	F0545_MOUSE_AllocateMemory	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1743	L1743_i_	IO.C:656	F0546_MOUSE_Deinitialize	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1744	L1744_pui_	IO.C:2225	F0547_MOUSE_SetPointerSprites	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1745	L1745_pui_	IO.C:2226	F0547_MOUSE_SetPointerSprites	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1746	L1746_ul_	IO.C:2227	F0547_MOUSE_SetPointerSprites	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1747	L1747_ul_	IO.C:2228	F0547_MOUSE_SetPointerSprites	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1748	L1748_l_PlaneByteCount	BLITFILL.C:445	F0551_VIDEO_HatchBox_Unreferenced	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1749	L1749_pi_Box	BLITFILL.C:446	F0551_VIDEO_HatchBox_Unreferenced	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1750	L1750_pc_String	BASE.C:1089	F0552_BASE_DisplayError	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1751	L1751_pc_StringBuildBuffer	BASE.C:1090	F0552_BASE_DisplayError	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1752	L1752_ps_Message	SCRLMGMT.C:90	F0561_SCROLLER_IsTextScrolling	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1753	L1753_ps_MsgPort	SCRLTASK.C:25	F0562_SCROLLER_Task	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1754	L1754_pc_ReplyPort	SCRLTASK.C:26	F0562_SCROLLER_Task	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1755	L1755_ps_ReceivedMessage	SCRLTASK.C:27	F0562_SCROLLER_Task	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1756	L1756_ps_StopTextScrollerMessage	SCRLTASK.C:28	F0562_SCROLLER_Task	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1757	L1757_i_Unreferenced	ENTRANCE.C:1100	F0579_ENTRANCE_InitializeBitPlanes	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1758	L1758_i_Unreferenced	ENTRANCE.C:1101	F0579_ENTRANCE_InitializeBitPlanes	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1759	L1759_i_BitPlaneIndex	DUNVIEW.C:2974	F0098_DUNGEONVIEW_DrawFloorAndCeiling	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/engine/m11_game_view.c:21351	explicit_non_port_local_state
L	1760	L1760_puc_BitPlane	DUNVIEW.C:2975	F0098_DUNGEONVIEW_DrawFloorAndCeiling	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/engine/m11_game_view.c:21351	explicit_non_port_local_state
L	1761	L1761_puc_Bitmap_Dungeon_Chaos	TITLE.C:29	F0437_STARTEND_DrawTitle	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/engine/m11_game_view.c:3501	explicit_non_port_local_state
L	1762	L1762_ps_SegList	EXEC.C:70	F0936_LaunchProcess	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1763	L1763_ps_Process	EXEC.C:71	F0936_LaunchProcess	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1764	L1764_Unreferenced	EXEC.C:95	F0936_LaunchProcess	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1765	L1765_ps_Process	EXEC.C:178	F0937_InitAmigaData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1766	L1766_i_Unreferenced	EXEC.C:179	F0937_InitAmigaData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1767	L1767_l_AvailableChipMemory	EXEC.C:180	F0937_InitAmigaData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1768	L1768_l_AvailableFastMemory	EXEC.C:181	F0937_InitAmigaData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1769	L1769_i_Unreferenced	EXEC.C:278	F0938_CallCloseWorkbench	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1770	L1770_i_Unreferenced	EXEC.C:279	F0938_CallCloseWorkbench	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1771	L1771_pc_Unreferenced	EXEC.C:280	F0938_CallCloseWorkbench	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1772	L1772_i_Unreferenced	EXEC.C:297	F0939_ReleaseAmigaData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1773	L1773_i_	EXEC.C:337	F0940_CopyCopperInstructions	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1774	L1774_ps_	EXEC.C:338	F0940_CopyCopperInstructions	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1775	L1775_ps_	EXEC.C:339	F0940_CopyCopperInstructions	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1777	L1777_l_Error	EXEC.C:436	F0945_InitAudioData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1778	L1778_i_Unreferenced	EXEC.C:437	F0945_InitAudioData	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1779	L1779_pi_	SWSH.C:2220	F0904_PaletteAnimation	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1780	L1780_ui_	SWSH.C:2221	F0904_PaletteAnimation	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1782	L1782_B_	SWSH.C:2267	F0906_CheckOriginalDisk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1783	L1783_pl_	CNFG.C:180	F0907_CheckBootSector	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1784	L1784_pc_	CNFG.C:181	F0907_CheckBootSector	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1785	L1785_pc_	CNFG.C:182	F0907_CheckBootSector	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1786	L1786_pi_FuzzyBits	GRAPH21.C:179	F0914_Graphic21	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_hidden_code_skip_table.c:109	explicit_non_port_local_state
L	1787	L1787_i_StringIndex	README.C:31	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1788	L1788_ps_FileHandle	README.C:32	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1789	L1789_c_Character	README.C:33	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1790	L1790_pc_Buffer	PRIM1.C:13	F0917_PRIM_15_Memory_Allocate	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1791	L1791_pc_Address	PRIM1.C:109	F0922_Custom_strcpy	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1792	L1792_i_ReturnValue	PRIM1.C:121	F0922_Custom_strcpy	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1793	L1793_i_FileHandle	PRIM1.C:122	F0922_Custom_strcpy	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1794	L1794_pc_StackAddress	PRIM1.C:123	F0922_Custom_strcpy	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1795	L1795_ac_FileName	PRIM1.C:124	F0922_Custom_strcpy	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1796	L1796_s_Descriptor	PRIM1.C:125	F0922_Custom_strcpy;F0934_ConvertValueToHexDigits	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1797	L1797_ai_Unreferenced	PRIM1.C:126	F0922_Custom_strcpy	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1798	L1798_i_	PRIM1.C:127	F0922_Custom_strcpy	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1799	L1799_i_LoopCount	PRIM1.C:128	F0922_Custom_strcpy	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1801	L1801_ac_Buffer	PRIM1.C:276	F0925_CheckUtilityDiskInDrive	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1802	L1802_B_ReturnValue	PRIM1.C:277	F0925_CheckUtilityDiskInDrive	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1803	L1803_l_Address	PRIM1.C:300	F0926_FLOPPY_ForceMediaChangeDetection	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1804	L1804_ac_Unreferenced	PRIM1.C:301	F0926_FLOPPY_ForceMediaChangeDetection	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1805	L1805_ui_	PRIM1.C:451	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1806	L1806_ui_ComputedChecksum	PRIM1.C:452	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1807	L1807_ul_CompressedDataByteCount	PRIM1.C:453	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1808	L1808_ul_DataRelocationByteCount	PRIM1.C:454	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1809	L1809_ul_Size	PRIM1.C:455	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1810	L1810_i_JUMPSegmentIndex	PRIM2B.C:281	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1810	L1810_l_JUMPSegmentIndex	PRIM1.C:456	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1811	L1811_i_DATASegmentIndex	PRIM2B.C:280	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1811	L1811_l_DATASegmentIndex	PRIM1.C:457	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1812	L1812_i_CODESegmentIndex	PRIM2B.C:282	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1812	L1812_l_CODESegmentIndex	PRIM1.C:458	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1813	L1813_pc_DATAAddress	PRIM1.C:459	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1814	L1814_pc_A5WorldAddress	PRIM1.C:460	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1815	L1815_pc_CODEAddress	PRIM1.C:461	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1816	L1816_pc_BaseAddress	PRIM1.C:462	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1817	L1817_pc_WorkingAddress	PRIM1.C:463	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1818	L1818_pc_AllocatedTempBuffer	PRIM1.C:464	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1819	L1819_pc_TempBuffer	PRIM1.C:465	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1820	L1820_s_Header	PRIM1.C:466	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1821	L1821_s_JUMPSegment	PRIM1.C:467	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1822	L1822_ps_SegmentHeaders	PRIM2B.C:275	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1822	L1822_s_SegmentHeaders	PRIM1.C:468	F0929_PRIM_05_FTL_Load	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1823	L1823_ui_	PRIM1.C:653	F0930_GetHeaderChecksum	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1824	L1824_ui_	PRIM1.C:654	F0930_GetHeaderChecksum	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1825	L1825_ui_	PRIM1.C:655	F0930_GetHeaderChecksum	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1826	L1826_puc_	PRIM1.C:656	F0930_GetHeaderChecksum	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1827	L1827_ui_	PRIM1.C:676	F0931_ChecksumWords	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1828	L1828_ui_	PRIM1.C:692	F0932_ChecksumBytes	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1829	L1829_pc_	PRIM1.C:710	F0933_GetHexStringFromValue	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1830	L1830_pc_	PRIM1.C:722	F0934_ConvertValueToHexDigits	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1831	L1831_i_DigitCount	PRIM1.C:723	F0934_ConvertValueToHexDigits	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1832	L1832_i_Unreferenced	PRIM1.C:724	F0934_ConvertValueToHexDigits	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1833	L1833_ac_LocalString	PRIM1.C:725	F0934_ConvertValueToHexDigits	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1839	L1839_i_	PALETTE.C:251	F0436_STARTEND_FadeToPalette	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1841	L1841_i_FileHandle	DMPACK.C:40	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1842	L1842_l_InputCharacter	DMPACK.C:41	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1843	L1843_pc_ErrorMessage	DMPACK.C:42	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1844	L1844_l_FileSize	DMPACK.C:43	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1845	L1845_ul_DungeonOffsetInSavedGame	DMPACK.C:44	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1846	L1846_puc_Buffer	DMPACK.C:45	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1847	L1847_puc_DungeonDataInSavedGame	DMPACK.C:46	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1848	L1848_puc_NextMiniDungeonByte	DMPACK.C:47	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1849	L1849_puc_ModifiedSavedGame	DMPACK.C:48	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1850	L1850_c_FileOpened	DMPACK.C:49	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1851	L1851_l_ProcessTopAddress	STARTGD.C:22	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1852	L1852_l_BasePageAddress	STARTGD.C:23	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1853	L1853_l_CompressedDataAddress	STARTGD.C:24	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1854	L1854_l_DecompressedPRGAddress	STARTGD.C:25	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1855	L1855_pl_Multiple	STARTGD.C:26	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1856	L1856_pl_RelocationAddress	STARTGD.C:29	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1857	L1857_s_PAKHeader	STARTGD.C:30	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1858	L1858_l_StartOffset	STARTGD.C:31	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1859	L1859_l_Multiple	STARTGD.C:32	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1860	L1860_l_TotalSizeInLongs	STARTGD.C:35	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1861	L1861_i_FileHandle	STARTGD.C:36	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1862	L1862_puc_RelocationData	STARTGD.C:37	platform_or_unnumbered_file_scope	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1863	L1863_LargestMemoryChunkSize	MEMORY.C:194	F1008_GetLargestAvailableMemoryChunk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1864	L1864_ps_MemoryChunk	MEMORY.C:195	F1008_GetLargestAvailableMemoryChunk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1865	L1865_ps_SelectedMemoryChunk	MEMORY.C:196	F1008_GetLargestAvailableMemoryChunk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1866	L1866_ps_MemoryChunk	MEMORY.C:226	F0602_GetMinimumOverheadMemoryChunk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1867	L1867_l_OverheadByteCount	MEMORY.C:227	F0602_GetMinimumOverheadMemoryChunk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1868	L1868_ps_MinimumOverheadMemoryChunk	MEMORY.C:228	F0602_GetMinimumOverheadMemoryChunk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1869	L1869_l_MinimumOverheadByteCount	MEMORY.C:229	F0602_GetMinimumOverheadMemoryChunk	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1870	L1870_ps_MemoryChunk	MEMORY.C:266	F0604_BackupCurrentMemoryChunkInfo	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1871	L1871_ps_MemoryChunk	MEMORY.C:286	F0605_RestoreMemoryChunkInfo	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1872	L1872_ps_MemoryChunk	MEMORY.C:320	F0468_MEMORY_Allocate	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1873	L1873_ps_MemoryChunk	MEMORY.C:866	F0475_MEMORY_Initialize	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1874	L1874_i_Unreferenced	DUNVIEW.C:2076	F1000_	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/dm1/dm1_v1_viewport_f0099_row_local_flip_pc34_compat.c:17	explicit_non_port_local_state
L	1875	L1875_ui_MaximumActiveGroupCount	GROUP.C:1143	F0196_GROUP_InitializeActiveGroups	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
L	1876	L1876_B_UseSpellSoundAsFallback	GROUP.C:1686	F0207_GROUP_IsCreatureAttacking	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/engine/m11_game_view.c:9926	explicit_non_port_local_state
L	1877	L1877_ul_ByteCount	DECOMPDU.C:218	F0455_FLOPPY_DecompressDungeon	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_save_real_artifact_boundary_pc34_compat.c:60	explicit_non_port_local_state
L	1878	L1878_ul_BitBuffer	DECOMPDU.C:219	F0455_FLOPPY_DecompressDungeon	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_save_real_artifact_boundary_pc34_compat.c:60	explicit_non_port_local_state
L	1879	L1879_i_BitsInBufferCount	DECOMPDU.C:220	F0455_FLOPPY_DecompressDungeon	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_save_real_artifact_boundary_pc34_compat.c:60	explicit_non_port_local_state
L	1880	L1880_puc_MostCommonBytes	DECOMPDU.C:221	F0455_FLOPPY_DecompressDungeon	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_save_real_artifact_boundary_pc34_compat.c:60	explicit_non_port_local_state
L	1881	L1881_puc_LessCommonBytes	DECOMPDU.C:222	F0455_FLOPPY_DecompressDungeon	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=trace_only:src/csb/csb_v1_save_real_artifact_boundary_pc34_compat.c:60	explicit_non_port_local_state
L	1882	L1882_uc_	DMSTART.C:145	F8378_PrintRemoveDiskProtectionMessage	function_local_storage	automatic function-local storage	no standalone Firestaff mapping; owner trace=none	explicit_non_port_local_state
