reference	symbol	disposition	owner	evidence	notes
ReDMCSB	F310_AA08_	VERIFIED_SOURCE_MAPPING	DM1	src/dm1/dm1_v1_champion_stats_pc34_compat.c; tests/test_dm1_v1_champion_stats_pc34_compat.c	Alias disposition follows F0310_CHAMPION_GetMovementTicks for the DM1 movement-tick formula.
ReDMCSB	F0311_CHAMPION_GetDexterity	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	Models F0311 dexterity over base dexterity, three PC34 combat RNG draws, F0309 maximum-load penalty, and bounded result; live all-callers remain limited to the tested combat path.
ReDMCSB	F311_wzzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	Alias disposition follows F0311_CHAMPION_GetDexterity for the bounded DM1 combat dexterity helper.
ReDMCSB	F0312_CHAMPION_GetStrength	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; src/dm1/dm1_v1_melee_action_f0402_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; src/dm1/dm1_v1_door_bash_feedback_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c; tests/test_m11_f0407_f0231_stamina_order_pc34_compat.c	Models F0312 strength for tested combat/melee/throw and door-bash routes: object-weight tiers, weapon strength/class skill bonus via F0303, F0306 stamina adjustment, hand-wound penalty, and [0,100] clamp; broader all-callers remain route-owned.
ReDMCSB	F312_xzzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	Alias disposition follows F0312_CHAMPION_GetStrength for the bounded DM1 combat strength helper.
ReDMCSB	F0313_CHAMPION_GetWoundDefense	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; src/dm1/dm1_v1_wound_defense_factor_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	Models F0313 wound defense for tested combat damage routes, including hand-shield weighted defense, F0312 hand strength contribution, vitality RNG, sharp-defense halving, action/shield/party defense, armor defense, existing-wound penalty, and clamp.
ReDMCSB	F0314_CHAMPION_WakeUp	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.c; include/dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.h; tests/test_dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.c	Models the F0314 wake-up side-effect order for the C146 command route: clear resting, set wait-for-input vertical blanks, draw floor/ceiling, restore input handlers, discard input, redraw enabled menus, and preserve the C040 mirror-candidate panel boundary.
ReDMCSB	F314_gzzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.c; tests/test_dm1_v1_mirror_candidate_c146_sleep_wakeup_repaint_gate_pc34_compat.c	Alias disposition follows F0314_CHAMPION_WakeUp for the bounded DM1 C146 wake-up route.
ReDMCSB	F0315_CHAMPION_GetScentOrdinal	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_needs_pc34_compat.c; include/dm1_v1_champion_needs_pc34_compat.h; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	Models F0315 over the champion-needs scent list: packed mapX/mapY/current-map match, newest-to-oldest scan, 1-based ordinal return, and zero when absent; live consumers remain route-owned by Footprints/Thieves Eye/group smell paths.
ReDMCSB	F315_arzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_needs_pc34_compat.c; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	Alias disposition follows F0315_CHAMPION_GetScentOrdinal for the bounded DM1 scent lookup helper.
ReDMCSB	F0316_CHAMPION_DeleteScent	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_needs_pc34_compat.c; include/dm1_v1_champion_needs_pc34_compat.h; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	Models F0316 zero-based scent deletion for the champion-needs scent list, shifting scent records and strengths together, decrementing count, clearing the unused tail slot, and adjusting FirstScentIndex/LastScentIndex when the deleted index precedes them; invalid indices fail closed.
ReDMCSB	F316_aizz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_needs_pc34_compat.c; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	Alias disposition follows F0316_CHAMPION_DeleteScent for the bounded DM1 scent delete helper.
ReDMCSB	F0317_CHAMPION_AddScentStrength	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_needs_pc34_compat.c; include/dm1_v1_champion_needs_pc34_compat.h; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	Models F0317 for existing scent records only: packed mapX/mapY/current-map match, normal cycle addition capped at 80, MASK0x8000_MERGE_CYCLES max merge after clearing the flag, and source-shaped reuse of the first matched cycle result for duplicate scent records; appending new movement scents remains caller-owned.
ReDMCSB	F317_adzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_needs_pc34_compat.c; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c	Alias disposition follows F0317_CHAMPION_AddScentStrength for the bounded DM1 scent strength helper.
ReDMCSB	F0318_CHAMPION_DropAllObjects	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_chest_auto_close_on_leader_death_pc34_compat.c; include/firestaff/dm1/v1/chest/auto_close_on_leader_death_pc34_compat.h; tests/test_dm1_v1_chest_auto_close_on_leader_death_pc34_compat.c	Models F0318 as the bounded death-route drop-all contract for C00..C29 slot objects after F0319/F0334 chest close, preserving leader-hand byte stability until the drop step; full item placement/all-callers mutation remains route-owned.
ReDMCSB	F0319_CHAMPION_Kill	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_chest_auto_close_on_leader_death_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c; src/dm1/dm1_v1_resurrection_pc34_compat.c; tests/test_dm1_v1_chest_auto_close_on_leader_death_pc34_compat.c; tests/test_dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c; tests/test_dm1_v1_resurrection_pc34_compat.c	Models F0319 kill effects across tested death routes: health zeroing, status-box redraw flag, inventory close before F0318, pressing eye/mouth clear, bones creation with champion charge, and pending-damage kill dispatch; full party-dead/original runtime breadth remains separate.
ReDMCSB	F0320_CHAMPION_ApplyAndDrawPendingDamageAndWounds	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c; tests/test_dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c	Models F0320 pending wounds/damage mutation path: party loop, wounds mounted and cleared before pending-damage branches, pending damage cleared before dead skip, lethal health zeroing through the kill boundary, and nonlethal health subtraction; damage-number bitmap/C12 hide event rendering remains panel/timeline route-owned.
ReDMCSB	F320_akzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	Alias disposition follows F0320_CHAMPION_ApplyAndDrawPendingDamageAndWounds for the bounded DM1 pending-damage helper.
ReDMCSB	F0321_CHAMPION_AddPendingDamageAndWounds_GetDamage	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	Models the tested F0321 champion damage pipeline: dead/zero attack rejection, normal damage staging, wound-defense averaging, attack-type defense adjustments, vitality wound gate, pending wound OR staging, and pending damage accumulation; candidate/game-won edge cases and every live projectile/caller variant remain route-owned.
ReDMCSB	F321_AA29_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	Alias disposition follows F0321_CHAMPION_AddPendingDamageAndWounds_GetDamage for the bounded DM1 combat damage helper.
ReDMCSB	F0322_CHAMPION_Poison	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	Models F0322 poison at the combat-state boundary: immediate max(1, attack >> 6) normal pending damage through F0321, decrementing attack before follow-up scheduling, 36-tick poison continuation, event-count tracking, and no follow-up for attack one; panel redraw/food-water-poisoned UI attributes remain route-owned.
ReDMCSB	F322_lzzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	Alias disposition follows F0322_CHAMPION_Poison for the bounded DM1 poison combat helper.
ReDMCSB	F0324_CHAMPION_DamageAll_GetDamagedChampionCount	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; include/dm1_v1_combat_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c	Models F0324 all-party damage fanout over the combat state: zero attack returns zero without side effects, attack variance uses attack/8 source bounds, each living champion routes through F0321 with caller-supplied wounds/type, and the return value counts champions with nonzero staged damage.
ReDMCSB	F324_aezz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c	Alias disposition follows F0324_CHAMPION_DamageAll_GetDamagedChampionCount for the bounded DM1 all-champion damage helper.
ReDMCSB	F0325_CHAMPION_DecrementStamina	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; include/dm1_v1_action_xp_graphic560_pc34_compat.h; src/dm1/dm1_v1_movement_command_core_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c; tests/test_dm1_v1_movement_command_core_pc34_compat.c	Models F0325 stamina mutation for action and movement callers: positive decrement, clamp to zero/max, underflow conversion to pending normal HP damage magnitude (-stamina)>>1, and LOAD|STATISTICS dirty mask; the actual F0321 enqueue and caller-specific redraw/timeline side effects remain route-owned.
ReDMCSB	F325_bzzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c	Alias disposition follows F0325_CHAMPION_DecrementStamina for the bounded DM1 stamina-decrement planner.
ReDMCSB	F0326_CHAMPION_ShootProjectile	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; include/dm1_v1_throw_shoot_pc34_compat.h; tests/test_dm1_v1_combat_pc34_compat_integration.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c	Models the bounded F0326 launch contract for shoot/throw helpers: source launch-cell normalization, facing direction handoff, kinetic/attack/step-energy create-input fields, and four-tick projectile movement-disable state where covered; live projectile queue/render ownership remains with projectile runtime routes.
ReDMCSB	F326_ozzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_combat_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; tests/test_dm1_v1_combat_pc34_compat_integration.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c	Alias disposition follows F0326_CHAMPION_ShootProjectile for the bounded DM1 projectile launch contract.
ReDMCSB	F0327_CHAMPION_IsProjectileSpellCast	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; include/dm1_v1_throw_shoot_pc34_compat.h; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c	Models the F0327 projectile-spell handoff through F0412/F0407 receipts: mana gate/cost, required-mana receipt validation, kinetic and step-energy adjustment, fixed attack 90, source projectile family mapping, and rejected tampered receipts; live projectile insertion/render remains route-owned.
ReDMCSB	F327_kzzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; src/dm1/dm1_v1_throw_shoot_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c	Alias disposition follows F0327_CHAMPION_IsProjectileSpellCast for the bounded DM1 projectile-spell launch helper.
ReDMCSB	F0328_CHAMPION_IsObjectThrown	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_throw_shoot_pc34_compat.c; include/dm1_v1_throw_shoot_pc34_compat.h; src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c	Models the bounded F0328 thrown-object plan: action-hand object gate, F0312 strength input, F0305 stamina cost, F0330 four-tick action disable, Throw XP, sound request, potion subtype/power, launch cell/direction, kinetic/attack/step math, and projectile movement-disable state; live slot mutation and deeper impact/render behavior remain caller/runtime-owned.
ReDMCSB	F328_nzzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_throw_shoot_pc34_compat.c; src/dm1/dm1_v1_action_xp_graphic560_pc34_compat.c; tests/test_dm1_v1_throw_shoot_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c	Alias disposition follows F0328_CHAMPION_IsObjectThrown for the bounded DM1 thrown-object projectile plan.
ReDMCSB	F0330_CHAMPION_DisableAction	IMPLEMENTED_NARROW	DM1	src/memory/memory_tick_orchestrator_pc34_compat.c; include/memory_tick_orchestrator_pc34_compat.h; src/dm1/dm1_v1_champion_panel_disabled_icon_state_pc34_compat.c; include/dm1_v1_champion_panel_disabled_icon_state_pc34_compat.h; tests/test_dm1_v1_f0330_c11_production_pc34_compat.c; tests/test_dm1_v1_champion_panel_disabled_icon_state_pc34_compat.c; tests/test_dm1_v1_action_f0407_tail_pc34_compat.c	Models F0330 action-disable production: per-champion action-hand disable bit, disabled-icon/panel predicate, source C11 enable-action event shape, and existing-event time blending/deletion for the bounded scheduler path; broader live UI redraw consumption remains timeline/panel route-owned.
ReDMCSB	F330_szzz_	IMPLEMENTED_NARROW	DM1	src/memory/memory_tick_orchestrator_pc34_compat.c; tests/test_dm1_v1_f0330_c11_production_pc34_compat.c; tests/test_dm1_v1_champion_panel_disabled_icon_state_pc34_compat.c	Alias disposition follows F0330_CHAMPION_DisableAction for the bounded DM1 C11 action-enable scheduler.
ReDMCSB	F0331_CHAMPION_ApplyTimeEffects_CPSF	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_needs_pc34_compat.c; include/dm1_v1_champion_needs_pc34_compat.h; src/dm1/dm1_v1_champion_panel_clock_tick_stat_repaint_pc34_compat.c; include/firestaff/dm1/v1/champion_panel/clock_tick_stat_repaint_pc34_compat.h; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c; tests/test_dm1_v1_lif01_f0830_time_criteria_source_lock_pc34_compat.c; tests/test_dm1_v1_champion_panel_clock_tick_stat_repaint_pc34_compat.c	Models bounded F0331 time effects: no-party guard, scent decay helpers, source time criteria, food/water/stamina/mana/HP arithmetic, temporary XP/stat recovery cadence, direction resync, dirty attribute masks, and F0293 repaint sweep; full live M516 mutation and every panel redraw branch remain route-owned.
ReDMCSB	F331_auzz_	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_needs_pc34_compat.c; src/dm1/dm1_v1_champion_panel_clock_tick_stat_repaint_pc34_compat.c; tests/test_dm1_v1_champion_needs_pc34_compat_integration.c; tests/test_dm1_v1_champion_panel_clock_tick_stat_repaint_pc34_compat.c	Alias disposition follows F0331_CHAMPION_ApplyTimeEffects_CPSF for the bounded DM1 champion time-effects route.
ReDMCSB	F0514_MOVE_GetSound	VERIFIED_SOURCE_MAPPING	DM1	tests/test_dm1_v1_creature_sound_pc34_compat.c; src/dm1/dm1_v1_creature_sound_pc34_compat.c	Models MOVESENS.C F0514 resting gate and I34E AttackSoundOrdinal -> G2003 movement-sound lookup; attack sounds and Couatl idle aspect-update calls consume the same source table without fallback sounds.
ReDMCSB	F0515_CHAMPION_ConvertPortraitsToAtariSTPlanar	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_portrait_panel_pc34_compat.c; include/dm1_v1_portrait_panel_pc34_compat.h; tests/test_dm1_v1_portrait_planar_conversion_pc34_compat.c	Models the bounded 32x29 champion portrait chunky-to-Atari-ST-planar conversion and is CTest-verified; file/save envelope integration remains caller-owned.
ReDMCSB	F0516_CHAMPION_ConvertPortraitsFromAtariSTPlanar	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_portrait_panel_pc34_compat.c; include/dm1_v1_portrait_panel_pc34_compat.h; tests/test_dm1_v1_portrait_planar_conversion_pc34_compat.c	Models the bounded 32x29 champion portrait Atari-ST-planar-to-chunky conversion and is CTest-verified; save/load file transport remains caller-owned.
ReDMCSB	F2104_CHAMPION_ConvertBitmapToAtariSTPlanar	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_portrait_panel_pc34_compat.c; include/dm1_v1_portrait_panel_pc34_compat.h; tests/test_dm1_v1_portrait_planar_conversion_pc34_compat.c	Models the same bounded 4bpp chunky-to-Atari-ST-planar bitmap packing for the fixed 32x29 champion bitmap span; arbitrary editor bitmap dimensions and file IO remain outside this helper.
ReDMCSB	F2105_CHAMPION_ConvertBitmapFromAtariSTPlanar	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_portrait_panel_pc34_compat.c; include/dm1_v1_portrait_panel_pc34_compat.h; tests/test_dm1_v1_portrait_planar_conversion_pc34_compat.c	Models the same bounded Atari-ST-planar-to-4bpp chunky bitmap unpacking for the fixed 32x29 champion bitmap span; arbitrary editor bitmap dimensions and file IO remain outside this helper.
ReDMCSB	S0287_CHAMPION_DrawChampionBarGraphs_Subroutine	IMPLEMENTED_NARROW	DM1	src/dm1/dm1_v1_champion_panel_hud_pc34_compat.c; include/dm1_v1_champion_panel_hud_pc34_compat.h; src/dm1/dm1_v1_bar_graph_masks_pc34_compat.c; src/dm1/dm1_v1_bar_graph_byte_offsets_pc34_compat.c; tests/test_dm1_v1_champion_panel_hud_pc34_compat.c; tests/test_dm1_v1_champion_panel_bar_pixels_pc34_compat.c; tests/test_dm1_v1_bar_graph_masks_pc34_compat.c; tests/test_dm1_v1_bar_graph_byte_offsets_pc34_compat.c	Models the bounded DM1 champion bar-graph subroutine data and PC34 fill contract: source mask/byte-offset tables, champion/stat bar zones, 25-pixel height math, blank/fill split, and HP/stamina/mana bar rectangles; live bitmap blitter pixels and broader status-box redraw sequencing remain route-owned.
ReDMCSB	F2262_TIMER_A_EVENT	IMPLEMENTED_NARROW	CSB	src/csb/csb_v1_f2262_timer_a_event_pc34_compat.c; include/csb_v1_f2262_timer_a_event_pc34_compat.h; tests/test_csb_v1_f2262_timer_a_event_pc34_compat.c	Models ANIMTOWN/TOWNSIO F2262 for the PC34 input-wait Timer A boundary: vertical-blank wait counter increment, stop-waiting threshold, and explicit unavailable FM-Towns sound counter/fade branch rather than substituted audio state.
ReDMCSB	F7055_F0417_SAVEUTIL_GetChecksumAndObfuscate	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7055_saveutil_pc34_compat.c; include/redmcsb_f7055_saveutil_pc34_compat.h; tests/test_redmcsb_f7055_saveutil_pc34_compat.c	Models the PC34 even-word save-part checksum/XOR mutation; malformed byte spans reject without fallback.
ReDMCSB	F7056_F0418_SAVEUTIL_GetChecksum	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7055_saveutil_pc34_compat.c; include/redmcsb_f7055_saveutil_pc34_compat.h; tests/test_redmcsb_f7055_saveutil_pc34_compat.c	Models the non-mutating checksum verifier for the same PC34 save-part word stream.
ReDMCSB	F7057_ReadSaveGamePartWithChecksum	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7055_saveutil_pc34_compat.c; include/redmcsb_f7055_saveutil_pc34_compat.h; tests/test_redmcsb_f7055_saveutil_pc34_compat.c	Models authenticated save-part deobfuscation only when the supplied checksum matches; no substitute save part is created.
ReDMCSB	F7058_WriteSavePartWithChecksum	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7055_saveutil_pc34_compat.c; include/redmcsb_f7055_saveutil_pc34_compat.h; tests/test_redmcsb_f7055_saveutil_pc34_compat.c	Models write-preparation checksum reporting while restoring caller plaintext after obfuscation.
ReDMCSB	F7059_ReadDungeonPartWithChecksum	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7059_dungeon_part_checksum_pc34_compat.c; include/redmcsb_f7059_dungeon_part_checksum_pc34_compat.h; tests/test_redmcsb_f7059_dungeon_part_checksum_pc34_compat.c	Models the PC34 modular byte checksum over caller-owned already-read dungeon-part bytes; no file transport, dungeon layout, DSA, or runtime state is inferred.
ReDMCSB	F7060_WriteDungeonPartWithChecksum	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7059_dungeon_part_checksum_pc34_compat.c; include/redmcsb_f7059_dungeon_part_checksum_pc34_compat.h; tests/test_redmcsb_f7059_dungeon_part_checksum_pc34_compat.c	Models the same PC34 modular byte checksum before writing caller-owned dungeon-part bytes; no write transport or layout fallback is created.
ReDMCSB	F7061_F0429_STARTEND_IsReadSaveHeaderSuccessful	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7061_save_header_pc34_compat.c; include/redmcsb_f7061_save_header_pc34_compat.h; tests/test_redmcsb_f7061_save_header_pc34_compat.c	Models exact 512-byte PC34 save-header validation and second-half deobfuscation before the source checksum verdict.
ReDMCSB	F7062_F0430_STARTEND_IsWriteObfuscatedSaveHeaderSuccessful	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7062_save_header_pc34_compat.c; include/redmcsb_f7062_save_header_pc34_compat.h; tests/test_redmcsb_f7062_save_header_pc34_compat.c	Models source-RNG save-header obfuscation image preparation and plaintext restoration, verified through F7061.
ReDMCSB	F7063_LoadDungeon	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7063_dungeon_stream_pc34_compat.c; include/redmcsb_f7063_dungeon_stream_pc34_compat.h; tests/test_redmcsb_f7063_dungeon_stream_pc34_compat.c	Models F7063's fixed 22-part opaque dungeon stream checksum; map/ThingData/runtime decode remains outside this boundary.
ReDMCSB	F7064_PadChampionNameAndTitle	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7064_champion_text_pc34_compat.c; include/redmcsb_f7064_champion_text_pc34_compat.h; tests/test_redmcsb_f7064_champion_text_pc34_compat.c	Models PC34 fixed-field champion name/title NUL padding without character-conversion fallback.
ReDMCSB	F7065_ClearChampionPortraitPointersBeforeSavingGame	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7065_portrait_slots_pc34_compat.c; include/redmcsb_f7065_portrait_slots_pc34_compat.h; tests/test_redmcsb_f7065_portrait_slots_pc34_compat.c	Models excluded-format portrait pointer clearing before save.
ReDMCSB	F7066_LoadPortraits	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7065_portrait_slots_pc34_compat.c; include/redmcsb_f7065_portrait_slots_pc34_compat.h; tests/test_redmcsb_f7065_portrait_slots_pc34_compat.c	Models complete sequential portrait-buffer rebinding after load and rejects undersized storage without partial mutation.
ReDMCSB	F7067_GetChampionInfo	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7067_portrait_info_pc34_compat.c; include/redmcsb_f7067_portrait_info_pc34_compat.h; tests/test_redmcsb_f7067_portrait_info_pc34_compat.c	Models C31_CHAMPION_INFO_PORTRAIT get for supported source champion formats only.
ReDMCSB	F7068_SetChampionInfo	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7067_portrait_info_pc34_compat.c; include/redmcsb_f7067_portrait_info_pc34_compat.h; tests/test_redmcsb_f7067_portrait_info_pc34_compat.c	Models C31_CHAMPION_INFO_PORTRAIT set for supported source champion formats only; unknown formats and out-of-range champions do not mutate.
ReDMCSB	F7088_CopyChampionPortraits	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7088_portrait_transfer_pc34_compat.c; include/redmcsb_f7088_portrait_transfer_pc34_compat.h; tests/test_redmcsb_f7088_portrait_transfer_pc34_compat.c	Models the PC34 included-to-excluded four-portrait transfer over exact 464-byte source portrait spans and rejects missing or mismatched spans without partial copy.
ReDMCSB	F7089_GetFirstCellWithNoChampion	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7090_make_new_adventure_pc34_compat.c; include/redmcsb_f7090_make_new_adventure_pc34_compat.h; tests/test_redmcsb_f7090_make_new_adventure_pc34_compat.c	Models the four-cell imported-party collision scan used by F7090; broader party layout remains caller-owned.
ReDMCSB	F7090_MakeNewAdventure	IMPLEMENTED_NARROW	CSB	src/csb/redmcsb_f7090_make_new_adventure_pc34_compat.c; include/redmcsb_f7090_make_new_adventure_pc34_compat.h; tests/test_redmcsb_f7090_make_new_adventure_pc34_compat.c	Models the bounded PC34 imported-party normalization: header tail copy, GameID increment, platform/useless fields, rotation, reset fields, modifier callback, and F7089 collision repair.
skproject	DM2_CALC_VECTOR_W_DIR	VERIFIED_SOURCE_MAPPING	DM2	tests/test_dm2_v1_skproject_core.c; src/dm2/dm2_v1_skproject_core.c; include/dm2_v1_skproject_core.h	Models SKULLWIN/util.cpp:48 additive vector rotation over table1d27fc/table1d2804. The helper consumes caller-owned accumulators and source-shaped signed operands; it does not perform collision, map mutation, movement timing, or runtime input dispatch.
skproject	CALC_VECTOR_W_DIR	VERIFIED_SOURCE_MAPPING	DM2	tests/test_dm2_v1_skproject_core.c; src/dm2/dm2_v1_skproject_core.c; include/dm2_v1_skproject_core.h	Models SKWIN/SkWinCore.cpp:9220 additive vector rotation over glbXAxisDelta/glbYAxisDelta. The helper consumes caller-owned accumulators and source-shaped signed operands; it does not perform collision, map mutation, movement timing, or runtime input dispatch.
skproject	DM2_COUNT_BY_COIN_TYPES	VERIFIED_SOURCE_MAPPING	DM2	tests/test_dm2_v1_skproject_core.c; src/dm2/dm2_v1_skproject_core.c; include/dm2_v1_skproject_core.h	Models SKULLWIN/c_querydb.cpp:2088 moneybox counting over caller-supplied source-shaped contained records, currency flags, distinctive item types, charge bits, and the ten-entry money item table; it does not fabricate item definitions, GDAT DBSPEC flags, or container contents.
skproject	COUNT_BY_COIN_TYPES	VERIFIED_SOURCE_MAPPING	DM2	tests/test_dm2_v1_skproject_core.c; src/dm2/dm2_v1_skproject_core.c; include/dm2_v1_skproject_core.h	Models SKWIN/SkWinCore.cpp:13651 moneybox counting over caller-supplied source-shaped contained records, currency flags, distinctive item types, charge bits, and the ten-entry money item table; it does not fabricate item definitions, GDAT DBSPEC flags, or container contents.
skproject	DM2_ABS	VERIFIED_SOURCE_MAPPING	DM2	tests/test_dm2_v1_skproject_core.c; src/dm2/dm2_v1_skproject_core.c; include/dm2_v1_skproject_core.h	Models SKULLWIN/util.cpp:9 signed absolute-value return over caller-supplied scalar input; it does not imply any higher-level movement, map, or geometry consumer.
skproject	DM2_CALC_SQUARE_DISTANCE	VERIFIED_SOURCE_MAPPING	DM2	tests/test_dm2_v1_skproject_core.c; src/dm2/dm2_v1_skproject_core.c; include/dm2_v1_skproject_core.h	Models SKULLWIN/util.cpp:23 Manhattan square-distance helper as absolute x delta plus absolute y delta over source-shaped coordinates; it does not perform collision, pathfinding, or dungeon mutation.
