family	id	symbol	redmcsb_files	status	inventory_status	audit_basis
F	0330	F0330_CHAMPION_DisableAction	ATARIST.H;FMTOWNS.H;IIGS.H;MENU.C;DEFS.H;CHAMPION.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	330	F330_szzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0331	F0331_CHAMPION_ApplyTimeEffects_CPSF	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;DEFS.H;CHAMPION.C;GAMELOOP.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	331	F331_auzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0332	F0332_INVENTORY_DrawIconToViewport	PANEL.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0333	F0333_INVENTORY_OpenAndDrawChest	PANEL.C;FMTOWNS.H;IIGS.H;CHAMDRAW.C;DEFS.H;CHEST.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0334	F0334_INVENTORY_CloseChest	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;DEFS.H;CHAMPION.C;STARTUP2.C;CHEST.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	334	F334_akzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0335	F0335_INVENTORY_DrawPanel_ObjectDescriptionString	PANEL.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0336	F0336_INVENTORY_DrawPanel_BuildObjectAttributesString	PANEL.C;IIGS.H;DEFS.H	implemented-narrow	implemented_narrow	C05-backed F0336 attribute admission validates raw and decoded weapon fields before emitting attribute text; focused source-lock test covers valid and drifted records
F	0337	F0337_INVENTORY_SetDungeonViewPalette	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;MENU.C;DEFS.H;CHAMPION.C;NEWMAP.C;TIMELINE.C;ENDGAME.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	337	F337_akzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0338	F0338_INVENTORY_DecreaseTorchesLightPower_CPSE	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;CHAMDRAW.C;DEFS.H;GAMELOOP.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	338	F338_atzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0339	F0339_INVENTORY_DrawPanel_ArrowOrEye	PANEL.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0340	F0340_INVENTORY_DrawPanel_ScrollTextLine	PANEL.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0341	F0341_INVENTORY_DrawPanel_Scroll	PANEL.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0342	F0342_INVENTORY_DrawPanel_Object	PANEL.C;IIGS.H;CHAMDRAW.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0343	F0343_INVENTORY_DrawPanel_HorizontalBar	PANEL.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0344	F0344_INVENTORY_DrawPanel_FoodOrWaterBar	PANEL.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0345	F0345_INVENTORY_DrawPanel_FoodWaterPoisoned	PANEL.C;FMTOWNS.H;IIGS.H;CHAMDRAW.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0346	F0346_INVENTORY_DrawPanel_ResurrectReincarnate	PANEL.C;IIGS.H;DEFS.H	implemented-narrow	implemented_narrow	C040 resurrect/reincarnate panel material is admitted only from a hash-matched original GRAPHICS.DAT surface; missing, altered or non-source surfaces are no-draw
F	0347	F0347_INVENTORY_DrawPanel	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;CHAMDRAW.C;DEFS.H;STARTUP2.C	implemented-narrow	implemented_narrow	DM1 C05 action-hand admission validates all raw and decoded weapon fields before the F0342 object-panel route; focused test covers valid, missing and drifted records
F	347	F347_xxxx_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0348	F0348_INVENTORY_AdjustStatisticCurrentValue	PANEL.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0349	F0349_INVENTORY_ProcessCommand70_ClickOnMouth	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;COMMAND.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	349	F349_dzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0350	F0350_INVENTORY_DrawStopPressingMouth	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;COMMAND.C;DEFS.H;GAMELOOP.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	350	F350_aqzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0351	F0351_INVENTORY_DrawChampionSkillsAndStatistics	PANEL.C;FMTOWNS.H;IIGS.H;CHAMDRAW.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0352	F0352_INVENTORY_ProcessCommand71_ClickOnEye	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;COMMAND.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	352	F352_aszz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0353	F0353_INVENTORY_DrawStopPressingEye	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;COMMAND.C;DEFS.H;GAMELOOP.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	353	F353_auzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0354	F0354_INVENTORY_DrawStatusBoxPortrait	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;CHAMDRAW.C;DEFS.H;TIMELINE.C	implemented-narrow	implemented_narrow	Live inventory-champion F0354 portrait admission binds the raw PC34 portrait buffer to an accepted C028 GRAPHICS.DAT surface; invalid portrait or C028 data produces no receipt
F	354	F354_szzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0355	F0355_INVENTORY_Toggle_CPSE	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;REVIVE.C;CHAMDRAW.C;COMMAND.C;DEFS.H;CHAMPION.C;STARTUP2.C;ENDGAME.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	355	F355_hzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0356	F0356_CPSE_IsFuzzySectorValid_ByteValuesAndFuzzyBitCount	COPYPRO7.C;ATARIST.H;IIGS.H;IO.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	356	F356_ozzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0357	F0357_COMMAND_DiscardAllInput	INPUT.C;PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;REVIVE.C;COMMAND.C;CLIKMENU.C;DEFS.H;CHAMPION.C;GAMELOOP.C;STARTUP2.C;ENDGAME.C;ENTRANCE.C;HINTSCR.C;DIALOG.C;STARTUP1.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	357	F357_qzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0358	F0358_COMMAND_GetCommandFromMouseInput_CPSC	FMTOWNS.H;IIGS.H;COMMAND.C;CLIKMENU.C;DEFS.H;CLIKCHAM.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0359	F0359_COMMAND_ProcessClick_CPSC	INPUT.C;ATARIST.H;FMTOWNS.H;IIGS.H;COMMAND.C;IO.C;IBMIO.C;DEFS.H;SWITCH.C;CEDT026.C;NECIO.C;UTILITY.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	359	F359_hzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0360	F0360_COMMAND_ProcessPendingClick	IIGS.H;COMMAND.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0361	F0361_COMMAND_ProcessKeyPress	ATARIST.H;FMTOWNS.H;IIGS.H;REVIVE.C;COMMAND.C;DEFS.H;GAMELOOP.C;ENTRANCE.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	361	F361_nzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0362	F0362_COMMAND_HighlightBoxEnable	IIGS.H;CLIKMENU.C;DEFS.H	implemented_narrow	implemented_narrow	src/dm1/dm1_v1_command_highlight_box_enable_pc34_compat.c; source zone/highlight transaction, focused CTest
F	0363	F0363_COMMAND_HighlightBoxDisable	ATARIST.H;FMTOWNS.H;IIGS.H;MENU.C;CLIKMENU.C;DEFS.H;GAMELOOP.C;STARTUP2.C;ENDGAME.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	363	F363_pzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0364	F0364_COMMAND_TakeStairs	IIGS.H;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0365	F0365_COMMAND_ProcessTypes1To2_TurnParty	FMTOWNS.H;IIGS.H;COMMAND.C;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0366	F0366_COMMAND_ProcessTypes3To6_MoveParty	FMTOWNS.H;IIGS.H;COMMAND.C;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0367	F0367_COMMAND_ProcessTypes12To27_ClickInChampionStatusBox	IIGS.H;COMMAND.C;DEFS.H;CLIKCHAM.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0368	F0368_COMMAND_SetLeader	ATARIST.H;FMTOWNS.H;IIGS.H;REVIVE.C;CHAMPRST.C;DEFS.H;CHAMPION.C;CLIKCHAM.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	368	F368_fzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0369	F0369_COMMAND_ProcessTypes101To108_ClickInSpellSymbolsArea_CPSE	IIGS.H;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0370	F0370_COMMAND_ProcessType100_ClickInSpellArea_CPSE	FMTOWNS.H;IIGS.H;COMMAND.C;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0371	F0371_COMMAND_ProcessType111To115_ClickInActionArea_CPSE	FMTOWNS.H;IIGS.H;COMMAND.C;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0372	F0372_COMMAND_ProcessType80_ClickInDungeonView_TouchFrontWallSensor	CLIKVIEW.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0373	F0373_COMMAND_ProcessType80_ClickInDungeonView_GrabLeader	IIGS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0373	F0373_COMMAND_ProcessType80_ClickInDungeonView_GrabLeaderHandObject	CLIKVIEW.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0374	F0374_COMMAND_ProcessType80_ClickInDungeonView_DropLeaderHandObject	CLIKVIEW.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0375	F0375_COMMAND_ProcessType80_ClickInDungeonView_IsLeaderHa	IIGS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0375	F0375_COMMAND_ProcessType80_ClickInDungeonView_IsLeaderHandObjectThrown	CLIKVIEW.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0376	F0376_COMMAND_IsPointInBox	CLIKVIEW.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0377	F0377_COMMAND_ProcessType80_ClickInDungeonView	FMTOWNS.H;CLIKVIEW.C;IIGS.H;COMMAND.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0378	F0378_COMMAND_ProcessType81_ClickInPanel	IIGS.H;COMMAND.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0379	F0379_COMMAND_DrawRestScreen	ATARIST.H;FMTOWNS.H;IIGS.H;COMMAND.C;DEFS.H;STARTUP2.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	379	F379_jzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0380	F0380_COMMAND_ProcessQueue_CPSC	ATARIST.H;FMTOWNS.H;IIGS.H;REVIVE.C;COMMAND.C;IO.C;DEFS.H;GAMELOOP.C;FLOPPY.C;ENDGAME.C;ENTRANCE.C;DIALOG.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	380	F380_xzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0381	F0381_MENUS_PrintMessageAfterReplacements	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0382	F0382_MENUS_GetActionObjectChargeCount	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0383	F0383_MENUS_SetActionList	IIGS.H;MENU.C;DEFS.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0384	F0384_MENUS_GetActionName	FMTOWNS.H;IIGS.H;DEFS.H;ACTIDRAW.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0385	F0385_MENUS_DrawActionDamage	FMTOWNS.H;IIGS.H;MENU.C;DEFS.H;ACTIDRAW.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0386	F0386_MENUS_DrawActionIcon	ATARIST.H;FMTOWNS.H;IIGS.H;REVIVE.C;CHAMDRAW.C;DEFS.H;ACTIDRAW.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	386	F386_ezzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0387	F0387_MENUS_DrawActionArea	ATARIST.H;FMTOWNS.H;IIGS.H;MENU.C;DEFS.H;ACTIDRAW.C;STARTUP2.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	387	F387_hzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0388	F0388_MENUS_ClearActingChampion	ATARIST.H;FMTOWNS.H;IIGS.H;REVIVE.C;MENU.C;CHAMDRAW.C;DEFS.H;CHAMPION.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	388	F388_rzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0389	F0389_MENUS_ProcessCommands116To119_SetActingChampion	FMTOWNS.H;IIGS.H;MENU.C;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0390	F0390_MENUS_RefreshActionAreaAndSetChampionDirectionMaximumDamageReceived	ATARIST.H;FMTOWNS.H;IIGS.H;MENU.C;DEFS.H;GAMELOOP.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	390	F390_rzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0391	F0391_MENUS_DidClickTriggerAction	FMTOWNS.H;IIGS.H;MENU.C;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0392	F0392_MENUS_BuildSpellAreaLine	CASTER.C;IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0393	F0393_MENUS_DrawSpellAreaControls	ATARIST.H;CASTER.C;FMTOWNS.H;IIGS.H;SPELDRAW.C;REVIVE.C;DEFS.H;CHAMPION.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	393	F393_lzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0394	F0394_MENUS_SetMagicCasterAndDrawSpellArea	ATARIST.H;CASTER.C;FMTOWNS.H;IIGS.H;REVIVE.C;CHAMPRST.C;CLIKMENU.C;DEFS.H;CHAMPION.C;STARTUP2.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	394	F394_ozzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0395	F0395_MENUS_DrawMovementArrows	PANEL.C;ATARIST.H;FMTOWNS.H;IIGS.H;DEFS.H;STARTUP2.C;MENUDRAW.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	395	F395_pzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0396	F0396_MENUS_LoadSpellAreaLinesBitmap	ATARIST.H;IIGS.H;DEFS.H;STARTUP2.C;STARTUP1.C;MENUDRAW.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	396	F396_pzzz_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0397	F0397_MENUS_DrawAvailableSymbols	CASTER.C;FMTOWNS.H;IIGS.H;MENU.C;DEFS.H;SYMBOL.C;MENUDRAW.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0398	F0398_MENUS_DrawChampionSymbols	CASTER.C;FMTOWNS.H;IIGS.H;MENU.C;DEFS.H;SYMBOL.C;MENUDRAW.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0399	F0399_MENUS_AddChampionSymbol	FMTOWNS.H;IIGS.H;CLIKMENU.C;DEFS.H;SYMBOL.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0400	F0400_MENUS_DeleteChampionSymbol	FMTOWNS.H;IIGS.H;CLIKMENU.C;DEFS.H;SYMBOL.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0401	F0401_MENUS_IsGroupFrightenedByAction	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0402	F0402_MENUS_IsMeleeActionPerformed	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0403	F0403_MENUS_IsPartySpellOrFireShieldSuccessful	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0404	F0404_MENUS_CreateEvent70_Light	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0405	F0405_MENUS_DecrementCharges	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0406	F0406_MENUS_SetChampionDirectionToPartyDirection	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0407	F0407_MENUS_IsActionPerformed	IIGS.H;MENU.C;DEFS.H;GAMELOOP.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0408	F0408_MENUS_GetClickOnSpellCastResult	FMTOWNS.H;IIGS.H;MENU.C;CLIKMENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0409	F0409_MENUS_GetSpellFromSymbols	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0410	F0410_MENUS_PrintSpellFailureMessage	FMTOWNS.H;IIGS.H;MENU.C;SPELFAIL.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0411	F0411_MENUS_GetEmptyFlaskInHand	IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0412	F0412_MENUS_GetChampionSpellCastResult	PANEL.C;FMTOWNS.H;IIGS.H;MENU.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0413	F0413_CPSC_GetChecksumEor	ATARIST.H;IIGS.H;DEFS.H;SOUND.C;MOVESENS.C;COPYPRO8.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	413	F413_AA08_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0414	F0414_SAVEUTIL_ReplaceTildeByDriveLetterInString	REQDISK.C;LOADSAVE.C;SAVEPATH.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0415	F0415_SAVEUTIL_IsReadBytesSuccessful	SAVEHEAD.C;LOADSAVE.C;IIGS.H;READWRIT.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0416	F0416_SAVEUTIL_IsWriteBytesSuccessful	SAVEHEAD.C;LOADSAVE.C;IIGS.H;READWRIT.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0417	F0417_SAVEUTIL_GetChecksumAndObfuscate	SAVEHEAD.C;IIGS.H;READWRIT.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0418	F0418_SAVEUTIL_GetChecksum	LOADSAVE.C;IIGS.H;READWRIT.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0419	F0419_SAVEUTIL_IsReadObfuscatedBytesAndValidateChecksumSuccessful	LOADSAVE.C;IIGS.H;READWRIT.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0420	F0420_SAVEUTIL_IsWriteObfuscatedSavePartSuccessful	LOADSAVE.C;IIGS.H;READWRIT.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0421	F0421_SAVEUTIL_IsReadBytesWithChecksumSuccessful	LOADSAVE.C;IIGS.H;READWRIT.C;DEFS.H	implemented_narrow	implemented_narrow	src/dm1/dm1_v1_original_save_pc34_handoff.c; staged byte-read and 16-bit running checksum, focused original-save CTest
F	0422	F0422_SAVEUTIL_IsWriteBytesWithChecksumSuccessful	LOADSAVE.C;IIGS.H;READWRIT.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0423	F0423_SAVEUTIL_FixClonedThings	LOADSAVE.C;IIGS.H;READWRIT.C;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0424	F0424_DIALOG_GetChoice	REQDISK.C;LOADSAVE.C;FMTOWNS.H;IIGS.H;DEFS.H;STARTUP2.C;DIALOG.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0425	F0425_DIALOG_PrintCenteredChoice	IIGS.H;DEFS.H;DIALOG.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0426	F0426_DIALOG_IsMessageOnTwoLines	IIGS.H;DEFS.H;DIALOG.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0427	F0427_DIALOG_Draw	REQDISK.C;LOADSAVE.C;FMTOWNS.H;IIGS.H;DEFS.H;STARTUP2.C;DIALOG.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0428	F0428_DIALOG_RequireGameDiskInDrive_NoDialogDrawn	ATARIST.H;REQDISK.C;LOADSAVE.C;MEMORY.C;FMTOWNS.H;DUNVIEW.C;IIGS.H;DEFS.H;NEWMAP.C;GAMELOOP.C;STARTUP2.C;ENDGAME.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	428	F428_AA39_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0429	F0429_STARTEND_IsReadSaveHeaderSuccessful	SAVEHEAD.C;LOADSAVE.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0430	F0430_STARTEND_IsWriteObfuscatedSaveHeaderSuccessful	SAVEHEAD.C;LOADSAVE.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0431	F0431_STARTEND_GetDarkenedColor	DARKCOLR.C;IIGS.H;DEFS.H;ENDGAME.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0432	F0432_STARTEND_FormatDiskMenu	LOADSAVE.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0433	F0433_STARTEND_ProcessCommand140_SaveGame_CPSCDF	ATARIST.H;LOADSAVE.C;FMTOWNS.H;IIGS.H;COMMAND.C;DEFS.H;MOVESENS.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	433	F433_AA39_	ATARIST.H	missing	unmapped_or_unverified	no exact identifier found by inventory scan
F	0434	F0434_STARTEND_IsLoadDungeonSuccessful_CPSC	LOADSAVE.C;IIGS.H;DEFS.H	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
F	0435	F0435_STARTEND_LoadGame	LOADSAVE.C;FMTOWNS.H;IIGS.H;DEFS.H;STARTUP2.C;ENDGAME.C;STARTUP1.C	referenced-not-verified	referenced_not_verified	exact identifier found by inventory scan; not reviewed as implementation
