symbol	kind	family	reference_source	baseline_status	disposition	evidence
F0188_GROUP_DropGroupPossessions	F	GROUP	ATARIST.H:111	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_monster_pc34_compat.c:573; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0189_GROUP_Delete	F	GROUP	ATARIST.H:112	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:6100; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0190_GROUP_GetDamageCreatureOutcome	F	GROUP	ATARIST.H:113	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_monster_pc34_compat.c:10; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0191_GROUP_GetDamageAllCreaturesOutcome	F	GROUP	ATARIST.H:114	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/nexus/nexus_v1_game.c:20; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0192_GROUP_GetResistanceAdjustedPoisonAttack	F	GROUP	ATARIST.H:115	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_combat_pc34_compat.c:7; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0193_GROUP_StealFromChampion	F	GROUP	DATA.C:31	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_monster_pc34_compat.c:575; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0194_GROUP_RemoveAllActiveGroups	F	GROUP	ATARIST.H:116	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_mirror_candidate_teleporter_survival_pc34_compat.c:16; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0195_GROUP_AddAllActiveGroups	F	GROUP	ATARIST.H:117	IMPLEMENTED_NARROW	SOURCE_LOCKED_ACTIVE_GROUP_SCAN	src/csb/csb_v1_runtime_pc34_compat.c; focused M10-linked CTest.
F0196_GROUP_InitializeActiveGroups	F	GROUP	ATARIST.H:118	IMPLEMENTED_NARROW	SOURCE_LOCKED_ACTIVE_GROUP_INITIALIZATION	include/csb_v1_f0196_group_initialize_active_groups_adapter_pc34_compat.h; focused CTest.
F0197_GROUP_IsViewPartyBlocked	F	GROUP	GROUP.C:40	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c:842; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0198_GROUP_IsSmellPartyBlocked	F	GROUP	GROUP.C:41	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c:842; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0199_GROUP_GetDistanceBetweenUnblockedSquares	F	GROUP	DEFS.H:7516	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c:842; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0200_GROUP_GetDistanceToVisibleParty	F	GROUP	DEFS.H:2893	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_csbgraphics_dat_inventory_pc34_compat.c:225; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0201_GROUP_GetSmelledPartyPrimaryDirectionOrdinal	F	GROUP	DEFS.H:7518	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c:19; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0202_GROUP_IsMovementPossible	F	GROUP	DEFS.H:7519	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:4593; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0203_GROUP_GetFirstPossibleMovementDirectionOrdinal	F	GROUP	DEFS.H:7520	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c:12; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0204_GROUP_IsArchenemyDoubleMovementPossible	F	GROUP	DEFS.H:7521	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c:152; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0205_GROUP_SetDirection	F	GROUP	DEFS.H:7522	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:6719; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0206_GROUP_SetDirectionGroup	F	GROUP	DEFS.H:7523	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:6719; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0207_GROUP_IsCreatureAttacking	F	GROUP	DEFS.H:7524	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v1_projectile_pc34_compat.c:16; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0208_GROUP_AddEvent	F	GROUP	DEFS.H:7525	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:3529; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0209_GROUP_ProcessEvents29to41	F	GROUP	ATARIST.H:119	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v1_projectile_pc34_compat.c:16; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0221_GROUP_IsFluxcageOnSquare	F	GROUP	DEFS.H:7607	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	include/memory_projectile_pc34_compat.h:31; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0222_GROUP_IsLordChaosOnSquare	F	GROUP	DEFS.H:7608	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_endgame_system_pc34_compat.c:73; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0223_GROUP_IsLordChaosAllowed	F	GROUP	DEFS.H:7609	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_endgame_system_pc34_compat.c:482; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0224_GROUP_FluxCageAction	F	GROUP	ATARIST.H:127	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/engine/m11_game_view.c:28026; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0225_GROUP_FuseAction	F	GROUP	ATARIST.H:128	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_endgame_system_pc34_compat.c:56; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0226_GROUP_GetDistanceBetweenSquares	F	GROUP	ATARIST.H:129	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	include/firestaff/dm1/v1/mirror_candidate/panel_redraw_after_inventory_exit_pc34_compat.h:297; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0227_GROUP_IsDestinationVisibleFromSource	F	GROUP	ATARIST.H:130	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F0228_GROUP_GetDirectionsWhereDestinationIsVisibleFromSource	F	GROUP	ATARIST.H:131	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v1_projectile_step_pc34_compat.c:180; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0229_GROUP_SetOrderedCellsToAttack	F	GROUP	ATARIST.H:132	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:13343; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0230_GROUP_GetChampionDamage	F	GROUP	ATARIST.H:133	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:7761; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0231_GROUP_GetMeleeActionDamage	F	GROUP	ATARIST.H:134	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:10725; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0232_GROUP_IsDoorDestroyedByAttack	F	GROUP	ATARIST.H:135	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v1_projectile_creature_collision_pc34_compat.c:270; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0233_TIMELINE_Initialize_CPSE	F	TIMELINE	ATARIST.H:136	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_event_timer_pc34_compat.c:6; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0234_TIMELINE_IsEventABeforeEventB	F	TIMELINE	DEFS.H:7695	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_event_timer_pc34_compat.c:7; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0235_TIMELINE_GetIndex	F	TIMELINE	ATARIST.H:137	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v1_boot.c:264; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0236_TIMELINE_FixPlacement	F	TIMELINE	ATARIST.H:138	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_event_timer_pc34_compat.c:9; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0237_TIMELINE_DeleteEvent	F	TIMELINE	ATARIST.H:139	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_boot.c:7265; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0238_TIMELINE_AddEvent_GetEventIndex_CPSE	F	TIMELINE	ATARIST.H:140	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/nexus/nexus_v1_light_overflow.c:16; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0239_TIMELINE_ExtractFirstEvent	F	TIMELINE	DEFS.H:7723	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_event_timer_pc34_compat.c:12; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0240_TIMELINE_IsFirstEventExpired_CPSE	F	TIMELINE	DEFS.H:7724	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:2065; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0241_TIMELINE_ProcessEvent1_DoorAnimation	F	TIMELINE	DEFS.H:7725	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v1_door_mechanics.c:20; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0242_TIMELINE_ProcessEvent7_Square_FakeWall	F	TIMELINE	DEFS.H:7726	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:12792; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0243_TIMELINE_ProcessEvent2_DoorDestruction	F	TIMELINE	DEFS.H:7727	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F0244_TIMELINE_ProcessEvent10_Square_Door	F	TIMELINE	DEFS.H:7728	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:12792; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0245_TIMELINE_ProcessEvent5_Square_Corridor	F	TIMELINE	DEFS.H:1262	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:12285; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0246_TIMELINE_ProcessEvent65_EnableGroupGenerator	F	TIMELINE	DEFS.H:7730	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:12438; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0247_TIMELINE_TriggerProjectileLauncher	F	TIMELINE	DEFS.H:7731	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:12678; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0248_TIMELINE_ProcessEvent6_Square_Wall	F	TIMELINE	DEFS.H:1270	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_dungeon_world_pc34_compat.c:458; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0249_TIMELINE_MoveTeleporterOrPitSquareThings	F	TIMELINE	DEFS.H:7733	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_dungeon_world_pc34_compat.c:508; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0250_TIMELINE_ProcessEvent8_Square_Teleporter	F	TIMELINE	DEFS.H:7734	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:12792; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0251_TIMELINE_ProcessEvent9_Square_Pit	F	TIMELINE	DEFS.H:7735	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:12792; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0252_TIMELINE_ProcessEvents60to61_MoveGroup	F	TIMELINE	DEFS.H:7736	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_teleporter_pit_pc34_compat.c:450; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0253_TIMELINE_ProcessEvent11Part1_EnableChampionAction	F	TIMELINE	DEFS.H:7737	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_runtime_pc34_compat.c:10281; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0254_TIMELINE_ProcessEvent12_HideDamageReceived	F	TIMELINE	DEFS.H:7738	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_champion_panel_pending_damage_apply_pc34_compat.c:12; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0255_TIMELINE_ProcessEvent13_ViAltarRebirth	F	TIMELINE	DEFS.H:7739	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_hint_oracle_htc_real_scan.c:41; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0256_TIMELINE_ProcessEvent53_Watchdog_CPSE	F	TIMELINE	DEFS.H:7740	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v1_timeline.c:23; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0257_TIMELINE_ProcessEvent70_Light	F	TIMELINE	DEFS.H:7741	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/nexus/nexus_v1_light_overflow.c:19; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0258_TIMELINE_HasWeaponMovedToSlot	F	TIMELINE	DEFS.H:7742	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_f0259_quiver_refill_pc34_compat.c:36; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0259_TIMELINE_ProcessEvent11Part2_MoveWeaponFromQuiverToSlot	F	TIMELINE	DEFS.H:7743	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_f0259_quiver_refill_pc34_compat.c:1; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0260_TIMELINE_RefreshAllChampionStatusBoxes	F	TIMELINE	ATARIST.H:141	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v2_phase_gate.c:155; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0261_TIMELINE_Process_CPSEF	F	TIMELINE	ATARIST.H:142	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm2/dm2_v1_timeline.c:23; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0467_MEMORY_GetGraphicOffset	F	MEMORY	DEFS.H:8721	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	include/memory_graphics_dat_metadata_pc34_compat.h:4; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0468_MEMORY_Allocate	F	MEMORY	ACTIDRAW.C:240	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F0469_MEMORY_FreeAtHeapTop	F	MEMORY	ACTIDRAW.C:292	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F0470_MEMORY_FreeAtHeapBottom	F	MEMORY	ATARIST.H:229	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F0473_MEMORY_SortValues	F	MEMORY	DEFS.H:8745	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F0474_MEMORY_LoadGraphic_CPSDF	F	MEMORY	DEFS.H:8746	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_startup_runtime_surfaces_pc34_compat.c:66; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0475_MEMORY_Initialize	F	MEMORY	AMIGINIT.C:616	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	include/dm1_v1_game_loop_pc34_compat.h:7; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0476_MEMORY_InitializeGraphicMemory	F	MEMORY	ATARIST.H:231	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_game_state_pc34_compat.c:21; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0477_MEMORY_OpenGraphicsDat_CPSDF	F	MEMORY	ATARIST.H:232	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_startup_runtime_surfaces_pc34_compat.c:46; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0478_MEMORY_CloseGraphicsDat_CPSDF	F	MEMORY	ATARIST.H:233	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_startup_runtime_surfaces_pc34_compat.c:87; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0479_MEMORY_ReadGraphicsDatHeader	F	MEMORY	ATARIST.H:234	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_startup_runtime_surfaces_pc34_compat.c:44; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0484_MEMORY_LoadGraphics_CPSDEF	F	MEMORY	ATARIST.H:236	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	include/memory_graphics_dat_slots_pc34_compat.h:12; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0486_MEMORY_AddBlockToUsedList	F	MEMORY	DEFS.H:8838	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_charge_count_to_torch_type_pc34_compat.c:10; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0488_MEMORY_ExpandGraphicToBitmap	F	MEMORY	ATARIST.H:237	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_startup_runtime_surfaces_pc34_compat.c:68; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0489_MEMORY_GetNativeBitmapOrGraphic	F	MEMORY	ACTIDRAW.C:123	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_viewport_d3l2_d3r2_f0111_door_pc34_compat.c:42; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0490_MEMORY_LoadDecompressAndExpandGraphic	F	MEMORY	ATARIST.H:239	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/csb/csb_v1_startup_runtime_surfaces_pc34_compat.c:53; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0494_MEMORY_GetGraphicDecompressedByteCount	F	MEMORY	ATARIST.H:243	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	include/memory_load_wrappers_pc34_compat.h:6; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F0535_MEMORY_GetGraphicsDatFileSize	F	MEMORY	AMIGA.H:336	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F0651_TIMELINE_InitializeOptimizedManagement	F	TIMELINE	DEFS.H:9223	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/dm1/dm1_v1_original_save_pc34_handoff.c:2065; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F1307_FIO1_03_Expunge	F	FIO1	FIO1MAIN.C:31	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1318_FIO1_29_	F	FIO1	FIO1.C:69	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1319_FIO1_28_	F	FIO1	FIO1.C:95	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1320_FIO1_27_	F	FIO1	FIO1.C:113	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1321_FIO1_07_SubstituteStringInFileName	F	FIO1	FIO1.C:125	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1322_FIO1_26_	F	FIO1	FIO1.C:145	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1323_FIO1_25_	F	FIO1	FIO1.C:166	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/nexus/nexus_v1_game.c:18; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F1324_FIO1_24_	F	FIO1	FIO1.C:247	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1325_FIO1_04_IsDiskWriteable	F	FIO1	FIO1.C:267	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1326_FIO1_05_FormatSaveDisk	F	FIO1	FIO1.C:285	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1327_FIO1_23_	F	FIO1	FIO1.C:50	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1328_FIO1_22_	F	FIO1	FIO1.C:362	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1329_FIO1_21_Open	F	FIO1	FIO1.C:384	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1330_FIO1_20_Create	F	FIO1	FIO1.C:417	UNCERTAIN_NUMBERED_EVIDENCE	REQUIRES_BEHAVIORAL_REVIEW	src/nexus/nexus_v1_audio_receipt.c:36; Exact numeric token occurs in Firestaff source; this audit did not verify behavioral equivalence or implementation.
F1331_FIO1_19_Close	F	FIO1	FIO1.C:453	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
F1332_FIO1_18_GetSize	F	FIO1	FIO1.C:479	MISSING	DEFERRED_NO_IMPLEMENTATION_CLAIM	-; No exact numbered token found in Firestaff src/include; no implementation claim.
